#    L    TT             EE             BB             TE             PP             TP             EP          
   436   0.173174E+04   0.181324E+02   0.000000E+00  -0.558014E+02   0.192822E-07   0.124557E-04   0.154650E-05
   437   0.173903E+04   0.179907E+02   0.000000E+00  -0.568931E+02   0.192169E-07   0.121993E-04   0.155211E-05
   438   0.174647E+04   0.178468E+02   0.000000E+00  -0.579536E+02   0.191519E-07   0.119460E-04   0.155724E-05
   439   0.175422E+04   0.177014E+02   0.000000E+00  -0.589842E+02   0.190873E-07   0.116958E-04   0.156188E-05
   440   0.176212E+04   0.175530E+02   0.000000E+00  -0.599821E+02   0.190229E-07   0.114489E-04   0.156599E-05
   441   0.177024E+04   0.174024E+02   0.000000E+00  -0.609495E+02   0.189588E-07   0.112054E-04   0.156956E-05
   442   0.177845E+04   0.172495E+02   0.000000E+00  -0.618841E+02   0.188950E-07   0.109653E-04   0.157255E-05
   443   0.178695E+04   0.170951E+02   0.000000E+00  -0.627867E+02   0.188315E-07   0.107287E-04   0.157495E-05
   444   0.179561E+04   0.169391E+02   0.000000E+00  -0.636558E+02   0.187683E-07   0.104959E-04   0.157672E-05
   445   0.180442E+04   0.167795E+02   0.000000E+00  -0.644921E+02   0.187053E-07   0.102668E-04   0.157785E-05
   446   0.181331E+04   0.166198E+02   0.000000E+00  -0.652943E+02   0.186426E-07   0.100417E-04   0.157830E-05
   447   0.182243E+04   0.164586E+02   0.000000E+00  -0.660644E+02   0.185802E-07   0.982050E-05   0.157805E-05
   448   0.183162E+04   0.162944E+02   0.000000E+00  -0.668011E+02   0.185181E-07   0.960342E-05   0.157709E-05
   449   0.184105E+04   0.161294E+02   0.000000E+00  -0.675028E+02   0.184563E-07   0.939055E-05   0.157537E-05
   450   0.185063E+04   0.159636E+02   0.000000E+00  -0.681717E+02   0.183947E-07   0.918200E-05   0.157288E-05
   451   0.186029E+04   0.157955E+02   0.000000E+00  -0.688058E+02   0.183334E-07   0.897784E-05   0.156961E-05
   452   0.187003E+04   0.156267E+02   0.000000E+00  -0.694070E+02   0.182724E-07   0.877805E-05   0.156555E-05
   453   0.188000E+04   0.154571E+02   0.000000E+00  -0.699733E+02   0.182117E-07   0.858257E-05   0.156073E-05
   454   0.188997E+04   0.152859E+02   0.000000E+00  -0.705061E+02   0.181512E-07   0.839135E-05   0.155518E-05
   455   0.190002E+04   0.151139E+02   0.000000E+00  -0.710053E+02   0.180910E-07   0.820434E-05   0.154891E-05
   456   0.191030E+04   0.149404E+02   0.000000E+00  -0.714643E+02   0.180310E-07   0.802148E-05   0.154193E-05
   457   0.192052E+04   0.147668E+02   0.000000E+00  -0.718971E+02   0.179713E-07   0.784273E-05   0.153427E-05
   458   0.193088E+04   0.145924E+02   0.000000E+00  -0.722851E+02   0.179119E-07   0.766802E-05   0.152595E-05
   459   0.194133E+04   0.144180E+02   0.000000E+00  -0.726439E+02   0.178528E-07   0.749731E-05   0.151698E-05
   460   0.195186E+04   0.142420E+02   0.000000E+00  -0.729677E+02   0.177939E-07   0.733054E-05   0.150740E-05
   461   0.196239E+04   0.140659E+02   0.000000E+00  -0.732569E+02   0.177353E-07   0.716766E-05   0.149720E-05
   462   0.197300E+04   0.138890E+02   0.000000E+00  -0.735058E+02   0.176769E-07   0.700862E-05   0.148642E-05
   463   0.198362E+04   0.137128E+02   0.000000E+00  -0.737329E+02   0.176188E-07   0.685336E-05   0.147507E-05
   464   0.199425E+04   0.135365E+02   0.000000E+00  -0.739084E+02   0.175609E-07   0.670182E-05   0.146318E-05
   465   0.200488E+04   0.133601E+02   0.000000E+00  -0.740620E+02   0.175033E-07   0.655397E-05   0.145076E-05
   466   0.201559E+04   0.131829E+02   0.000000E+00  -0.741715E+02   0.174459E-07   0.640974E-05   0.143782E-05
   467   0.202638E+04   0.130063E+02   0.000000E+00  -0.742516E+02   0.173888E-07   0.626908E-05   0.142440E-05
   468   0.203710E+04   0.128304E+02   0.000000E+00  -0.742949E+02   0.173320E-07   0.613193E-05   0.141051E-05
   469   0.204783E+04   0.126536E+02   0.000000E+00  -0.743088E+02   0.172754E-07   0.599826E-05   0.139616E-05
   470   0.205864E+04   0.124783E+02   0.000000E+00  -0.742858E+02   0.172190E-07   0.586799E-05   0.138139E-05
   471   0.206923E+04   0.123043E+02   0.000000E+00  -0.742260E+02   0.171629E-07   0.574108E-05   0.136620E-05
   472   0.207998E+04   0.121302E+02   0.000000E+00  -0.741368E+02   0.171071E-07   0.561748E-05   0.135061E-05
   473   0.209066E+04   0.119568E+02   0.000000E+00  -0.740106E+02   0.170515E-07   0.549713E-05   0.133466E-05
   474   0.210134E+04   0.117848E+02   0.000000E+00  -0.738550E+02   0.169961E-07   0.537997E-05   0.131834E-05
   475   0.211203E+04   0.116126E+02   0.000000E+00  -0.736624E+02   0.169410E-07   0.526597E-05   0.130169E-05
   476   0.212258E+04   0.114425E+02   0.000000E+00  -0.734350E+02   0.168861E-07   0.515505E-05   0.128473E-05
   477   0.213306E+04   0.112731E+02   0.000000E+00  -0.731826E+02   0.168314E-07   0.504718E-05   0.126746E-05
   478   0.214355E+04   0.111043E+02   0.000000E+00  -0.728864E+02   0.167770E-07   0.494229E-05   0.124992E-05
   479   0.215396E+04   0.109376E+02   0.000000E+00  -0.725711E+02   0.167229E-07   0.484034E-05   0.123211E-05
   480   0.216431E+04   0.107723E+02   0.000000E+00  -0.722172E+02   0.166689E-07   0.474127E-05   0.121407E-05
   481   0.217460E+04   0.106084E+02   0.000000E+00  -0.718284E+02   0.166152E-07   0.464502E-05   0.119581E-05
   482   0.218488E+04   0.104465E+02   0.000000E+00  -0.714108E+02   0.165618E-07   0.455155E-05   0.117734E-05
   483   0.219495E+04   0.102860E+02   0.000000E+00  -0.709664E+02   0.165085E-07   0.446081E-05   0.115869E-05
   484   0.220488E+04   0.101276E+02   0.000000E+00  -0.704893E+02   0.164555E-07   0.437273E-05   0.113988E-05
   485   0.221489E+04   0.997052E+01   0.000000E+00  -0.699811E+02   0.164027E-07   0.428727E-05   0.112092E-05
   486   0.222476E+04   0.981629E+01   0.000000E+00  -0.694438E+02   0.163502E-07   0.420437E-05   0.110184E-05
   487   0.223449E+04   0.966414E+01   0.000000E+00  -0.688774E+02   0.162979E-07   0.412397E-05   0.108265E-05
   488   0.224407E+04   0.951334E+01   0.000000E+00  -0.682813E+02   0.162458E-07   0.404604E-05   0.106338E-05
   489   0.225358E+04   0.936536E+01   0.000000E+00  -0.676569E+02   0.161939E-07   0.397051E-05   0.104404E-05
   490   0.226303E+04   0.922020E+01   0.000000E+00  -0.670033E+02   0.161422E-07   0.389733E-05   0.102465E-05
   491   0.227219E+04   0.907712E+01   0.000000E+00  -0.663236E+02   0.160908E-07   0.382644E-05   0.100523E-05
   492   0.228135E+04   0.893685E+01   0.000000E+00  -0.656170E+02   0.160396E-07   0.375781E-05   0.985804E-06
   493   0.229037E+04   0.879791E+01   0.000000E+00  -0.648820E+02   0.159886E-07   0.369136E-05   0.966385E-06
   494   0.229925E+04   0.866327E+01   0.000000E+00  -0.641223E+02   0.159378E-07   0.362705E-05   0.946994E-06
   495   0.230791E+04   0.853069E+01   0.000000E+00  -0.633363E+02   0.158873E-07   0.356483E-05   0.927652E-06
   496   0.231643E+04   0.840166E+01   0.000000E+00  -0.625256E+02   0.158369E-07   0.350464E-05   0.908376E-06
   497   0.232481E+04   0.827544E+01   0.000000E+00  -0.616893E+02   0.157868E-07   0.344642E-05   0.889187E-06
   498   0.233305E+04   0.815126E+01   0.000000E+00  -0.608305E+02   0.157369E-07   0.339014E-05   0.870103E-06
   499   0.234122E+04   0.803138E+01   0.000000E+00  -0.599460E+02   0.156872E-07   0.333573E-05   0.851143E-06
   500   0.234917E+04   0.791354E+01   0.000000E+00  -0.590405E+02   0.156377E-07   0.328313E-05   0.832328E-06
   501   0.235683E+04   0.779998E+01   0.000000E+00  -0.581123E+02   0.155884E-07   0.323232E-05   0.813671E-06
   502   0.236450E+04   0.768996E+01   0.000000E+00  -0.571614E+02   0.155393E-07   0.318325E-05   0.795174E-06
   503   0.237188E+04   0.758273E+01   0.000000E+00  -0.561901E+02   0.154904E-07   0.313591E-05   0.776834E-06
   504   0.237904E+04   0.747903E+01   0.000000E+00  -0.551968E+02   0.154418E-07   0.309030E-05   0.758648E-06
   505   0.238621E+04   0.737962E+01   0.000000E+00  -0.541853E+02   0.153933E-07   0.304639E-05   0.740612E-06
   506   0.239301E+04   0.728390E+01   0.000000E+00  -0.531532E+02   0.153451E-07   0.300416E-05   0.722724E-06
   507   0.239974E+04   0.719157E+01   0.000000E+00  -0.521029E+02   0.152970E-07   0.296360E-05   0.704981E-06
   508   0.240619E+04   0.710367E+01   0.000000E+00  -0.510335E+02   0.152491E-07   0.292470E-05   0.687378E-06
   509   0.241248E+04   0.701924E+01   0.000000E+00  -0.499480E+02   0.152015E-07   0.288743E-05   0.669914E-06
   510   0.241849E+04   0.693895E+01   0.000000E+00  -0.488456E+02   0.151541E-07   0.285178E-05   0.652586E-06
   511   0.242443E+04   0.686250E+01   0.000000E+00  -0.477264E+02   0.151068E-07   0.281773E-05   0.635389E-06
   512   0.243008E+04   0.679034E+01   0.000000E+00  -0.465917E+02   0.150598E-07   0.278528E-05   0.618321E-06
   513   0.243558E+04   0.672225E+01   0.000000E+00  -0.454431E+02   0.150129E-07   0.275439E-05   0.601379E-06
   514   0.244087E+04   0.665852E+01   0.000000E+00  -0.442805E+02   0.149663E-07   0.272506E-05   0.584561E-06
   515   0.244594E+04   0.659909E+01   0.000000E+00  -0.431039E+02   0.149198E-07   0.269726E-05   0.567862E-06
   516   0.245079E+04   0.654402E+01   0.000000E+00  -0.419148E+02   0.148735E-07   0.267099E-05   0.551279E-06
   517   0.245534E+04   0.649347E+01   0.000000E+00  -0.407139E+02   0.148275E-07   0.264623E-05   0.534810E-06
   518   0.245976E+04   0.644729E+01   0.000000E+00  -0.395019E+02   0.147816E-07   0.262295E-05   0.518452E-06
   519   0.246402E+04   0.640570E+01   0.000000E+00  -0.382781E+02   0.147359E-07   0.260115E-05   0.502201E-06
   520   0.246800E+04   0.636863E+01   0.000000E+00  -0.370454E+02   0.146905E-07   0.258080E-05   0.486055E-06
   521   0.247168E+04   0.633616E+01   0.000000E+00  -0.358039E+02   0.146452E-07   0.256189E-05   0.470010E-06
   522   0.247515E+04   0.630851E+01   0.000000E+00  -0.345534E+02   0.146001E-07   0.254441E-05   0.454063E-06
   523   0.247847E+04   0.628553E+01   0.000000E+00  -0.332954E+02   0.145552E-07   0.252834E-05   0.438211E-06
   524   0.248157E+04   0.626722E+01   0.000000E+00  -0.320307E+02   0.145104E-07   0.251365E-05   0.422452E-06
   525   0.248430E+04   0.625374E+01   0.000000E+00  -0.307586E+02   0.144659E-07   0.250034E-05   0.406781E-06
   526   0.248689E+04   0.624508E+01   0.000000E+00  -0.294812E+02   0.144216E-07   0.248839E-05   0.391196E-06
   527   0.248941E+04   0.624125E+01   0.000000E+00  -0.281992E+02   0.143774E-07   0.247779E-05   0.375695E-06
   528   0.249156E+04   0.624224E+01   0.000000E+00  -0.269141E+02   0.143334E-07   0.246850E-05   0.360272E-06
   529   0.249348E+04   0.624835E+01   0.000000E+00  -0.256245E+02   0.142896E-07   0.246053E-05   0.344927E-06
   530   0.249512E+04   0.625937E+01   0.000000E+00  -0.243339E+02   0.142461E-07   0.245385E-05   0.329655E-06
   531   0.249676E+04   0.627522E+01   0.000000E+00  -0.230395E+02   0.142026E-07   0.244845E-05   0.314453E-06
   532   0.249795E+04   0.629619E+01   0.000000E+00  -0.217449E+02   0.141594E-07   0.244431E-05   0.299319E-06
   533   0.249893E+04   0.632215E+01   0.000000E+00  -0.204501E+02   0.141163E-07   0.244141E-05   0.284250E-06
   534   0.249968E+04   0.635316E+01   0.000000E+00  -0.191558E+02   0.140735E-07   0.243974E-05   0.269241E-06
   535   0.250021E+04   0.638930E+01   0.000000E+00  -0.178627E+02   0.140308E-07   0.243928E-05   0.254291E-06
   536   0.250053E+04   0.643042E+01   0.000000E+00  -0.165709E+02   0.139883E-07   0.244002E-05   0.239396E-06
   537   0.250069E+04   0.647660E+01   0.000000E+00  -0.152817E+02   0.139459E-07   0.244193E-05   0.224553E-06
   538   0.250049E+04   0.652799E+01   0.000000E+00  -0.139960E+02   0.139038E-07   0.244501E-05   0.209758E-06
   539   0.250014E+04   0.658429E+01   0.000000E+00  -0.127145E+02   0.138618E-07   0.244924E-05   0.195010E-06
   540   0.249957E+04   0.664595E+01   0.000000E+00  -0.114377E+02   0.138200E-07   0.245459E-05   0.180304E-06
   541   0.249871E+04   0.671253E+01   0.000000E+00  -0.101659E+02   0.137784E-07   0.246106E-05   0.165639E-06
   542   0.249769E+04   0.678424E+01   0.000000E+00  -0.890109E+01   0.137369E-07   0.246862E-05   0.151009E-06
   543   0.249638E+04   0.686117E+01   0.000000E+00  -0.764288E+01   0.136957E-07   0.247727E-05   0.136414E-06
   544   0.249493E+04   0.694316E+01   0.000000E+00  -0.639222E+01   0.136546E-07   0.248698E-05   0.121849E-06
   545   0.249318E+04   0.703022E+01   0.000000E+00  -0.514968E+01   0.136136E-07   0.249774E-05   0.107311E-06
   546   0.249128E+04   0.712213E+01   0.000000E+00  -0.391627E+01   0.135729E-07   0.250953E-05   0.927972E-07
   547   0.248908E+04   0.721910E+01   0.000000E+00  -0.269228E+01   0.135323E-07   0.252234E-05   0.783049E-07
   548   0.248674E+04   0.732115E+01   0.000000E+00  -0.147873E+01   0.134919E-07   0.253614E-05   0.638308E-07
   549   0.248417E+04   0.742826E+01   0.000000E+00  -0.276306E+00   0.134516E-07   0.255093E-05   0.493718E-07
   550   0.248138E+04   0.754045E+01   0.000000E+00   0.914442E+00   0.134115E-07   0.256669E-05   0.349247E-07
   551   0.247845E+04   0.765771E+01   0.000000E+00   0.209291E+01   0.133716E-07   0.258339E-05   0.204874E-07
   552   0.247521E+04   0.778005E+01   0.000000E+00   0.325802E+01   0.133319E-07   0.260104E-05   0.606112E-08
   553   0.247183E+04   0.790599E+01   0.000000E+00   0.440953E+01   0.132923E-07   0.261961E-05  -0.835207E-08
   554   0.246823E+04   0.803850E+01   0.000000E+00   0.554662E+01   0.132528E-07   0.263910E-05  -0.227501E-07
   555   0.246440E+04   0.817535E+01   0.000000E+00   0.666846E+01   0.132136E-07   0.265949E-05  -0.371308E-07
   556   0.246035E+04   0.831731E+01   0.000000E+00   0.777489E+01   0.131745E-07   0.268079E-05  -0.514922E-07
   557   0.245615E+04   0.846362E+01   0.000000E+00   0.886412E+01   0.131356E-07   0.270296E-05  -0.658322E-07
   558   0.245172E+04   0.861578E+01   0.000000E+00   0.993674E+01   0.130968E-07   0.272601E-05  -0.801486E-07
   559   0.244707E+04   0.877156E+01   0.000000E+00   0.109920E+02   0.130582E-07   0.274991E-05  -0.944395E-07
   560   0.244235E+04   0.893171E+01   0.000000E+00   0.120284E+02   0.130198E-07   0.277467E-05  -0.108703E-06
   561   0.243726E+04   0.909698E+01   0.000000E+00   0.130459E+02   0.129815E-07   0.280027E-05  -0.122936E-06
   562   0.243216E+04   0.926737E+01   0.000000E+00   0.140438E+02   0.129433E-07   0.282670E-05  -0.137137E-06
   563   0.242684E+04   0.944141E+01   0.000000E+00   0.150236E+02   0.129054E-07   0.285394E-05  -0.151305E-06
   564   0.242137E+04   0.962132E+01   0.000000E+00   0.159800E+02   0.128676E-07   0.288199E-05  -0.165436E-06
   565   0.241567E+04   0.980413E+01   0.000000E+00   0.169168E+02   0.128299E-07   0.291084E-05  -0.179530E-06
   566   0.240982E+04   0.999209E+01   0.000000E+00   0.178309E+02   0.127924E-07   0.294046E-05  -0.193583E-06
   567   0.240383E+04   0.101837E+02   0.000000E+00   0.187232E+02   0.127551E-07   0.297087E-05  -0.207594E-06
   568   0.239768E+04   0.103805E+02   0.000000E+00   0.195920E+02   0.127179E-07   0.300203E-05  -0.221560E-06
   569   0.239130E+04   0.105816E+02   0.000000E+00   0.204397E+02   0.126809E-07   0.303394E-05  -0.235480E-06
   570   0.238485E+04   0.107865E+02   0.000000E+00   0.212611E+02   0.126440E-07   0.306660E-05  -0.249352E-06
   571   0.237818E+04   0.109958E+02   0.000000E+00   0.220582E+02   0.126073E-07   0.309998E-05  -0.263172E-06
   572   0.237135E+04   0.112087E+02   0.000000E+00   0.228312E+02   0.125707E-07   0.313408E-05  -0.276940E-06
   573   0.236444E+04   0.114254E+02   0.000000E+00   0.235778E+02   0.125343E-07   0.316888E-05  -0.290654E-06
   574   0.235739E+04   0.116464E+02   0.000000E+00   0.242995E+02   0.124980E-07   0.320438E-05  -0.304310E-06
   575   0.235018E+04   0.118704E+02   0.000000E+00   0.249940E+02   0.124619E-07   0.324057E-05  -0.317907E-06
   576   0.234289E+04   0.120989E+02   0.000000E+00   0.256628E+02   0.124259E-07   0.327743E-05  -0.331444E-06
   577   0.233538E+04   0.123311E+02   0.000000E+00   0.263044E+02   0.123901E-07   0.331495E-05  -0.344917E-06
   578   0.232779E+04   0.125662E+02   0.000000E+00   0.269181E+02   0.123544E-07   0.335312E-05  -0.358324E-06
   579   0.232012E+04   0.128058E+02   0.000000E+00   0.275046E+02   0.123189E-07   0.339193E-05  -0.371665E-06
   580   0.231237E+04   0.130484E+02   0.000000E+00   0.280617E+02   0.122835E-07   0.343137E-05  -0.384936E-06
   581   0.230432E+04   0.132939E+02   0.000000E+00   0.285915E+02   0.122483E-07   0.347143E-05  -0.398136E-06
   582   0.229626E+04   0.135432E+02   0.000000E+00   0.290919E+02   0.122132E-07   0.351209E-05  -0.411261E-06
   583   0.228813E+04   0.137954E+02   0.000000E+00   0.295621E+02   0.121783E-07   0.355335E-05  -0.424312E-06
   584   0.227992E+04   0.140507E+02   0.000000E+00   0.300035E+02   0.121435E-07   0.359519E-05  -0.437284E-06
   585   0.227163E+04   0.143089E+02   0.000000E+00   0.304147E+02   0.121088E-07   0.363761E-05  -0.450177E-06
   586   0.226318E+04   0.145694E+02   0.000000E+00   0.307957E+02   0.120743E-07   0.368059E-05  -0.462988E-06
   587   0.225473E+04   0.148337E+02   0.000000E+00   0.311465E+02   0.120400E-07   0.372412E-05  -0.475714E-06
   588   0.224613E+04   0.151002E+02   0.000000E+00   0.314655E+02   0.120057E-07   0.376819E-05  -0.488355E-06
   589   0.223744E+04   0.153697E+02   0.000000E+00   0.317542E+02   0.119716E-07   0.381279E-05  -0.500907E-06
   590   0.222868E+04   0.156408E+02   0.000000E+00   0.320120E+02   0.119377E-07   0.385791E-05  -0.513370E-06
   591   0.221991E+04   0.159156E+02   0.000000E+00   0.322379E+02   0.119039E-07   0.390354E-05  -0.525739E-06
   592   0.221105E+04   0.161913E+02   0.000000E+00   0.324314E+02   0.118702E-07   0.394966E-05  -0.538015E-06
   593   0.220212E+04   0.164707E+02   0.000000E+00   0.325945E+02   0.118367E-07   0.399626E-05  -0.550193E-06
   594   0.219304E+04   0.167516E+02   0.000000E+00   0.327244E+02   0.118033E-07   0.404334E-05  -0.562274E-06
   595   0.218394E+04   0.170334E+02   0.000000E+00   0.328233E+02   0.117700E-07   0.409088E-05  -0.574253E-06
   596   0.217492E+04   0.173190E+02   0.000000E+00   0.328888E+02   0.117369E-07   0.413888E-05  -0.586130E-06
   597   0.216581E+04   0.176039E+02   0.000000E+00   0.329225E+02   0.117039E-07   0.418731E-05  -0.597901E-06
   598   0.215685E+04   0.178918E+02   0.000000E+00   0.329236E+02   0.116710E-07   0.423617E-05  -0.609566E-06
   599   0.214773E+04   0.181813E+02   0.000000E+00   0.328930E+02   0.116383E-07   0.428545E-05  -0.621122E-06
   600   0.213852E+04   0.184724E+02   0.000000E+00   0.328289E+02   0.116057E-07   0.433514E-05  -0.632567E-06
   601   0.212931E+04   0.187651E+02   0.000000E+00   0.327323E+02   0.115733E-07   0.438523E-05  -0.643898E-06
   602   0.212010E+04   0.190579E+02   0.000000E+00   0.326023E+02   0.115409E-07   0.443570E-05  -0.655116E-06
   603   0.211080E+04   0.193530E+02   0.000000E+00   0.324412E+02   0.115087E-07   0.448654E-05  -0.666220E-06
   604   0.210164E+04   0.196482E+02   0.000000E+00   0.322466E+02   0.114767E-07   0.453774E-05  -0.677208E-06
   605   0.209240E+04   0.199443E+02   0.000000E+00   0.320193E+02   0.114447E-07   0.458930E-05  -0.688081E-06
   606   0.208323E+04   0.202413E+02   0.000000E+00   0.317593E+02   0.114129E-07   0.464119E-05  -0.698839E-06
   607   0.207382E+04   0.205391E+02   0.000000E+00   0.314665E+02   0.113813E-07   0.469341E-05  -0.709479E-06
   608   0.206463E+04   0.208377E+02   0.000000E+00   0.311409E+02   0.113497E-07   0.474594E-05  -0.720003E-06
   609   0.205551E+04   0.211358E+02   0.000000E+00   0.307824E+02   0.113183E-07   0.479878E-05  -0.730408E-06
   610   0.204631E+04   0.214339E+02   0.000000E+00   0.303912E+02   0.112870E-07   0.485191E-05  -0.740696E-06
   611   0.203717E+04   0.217330E+02   0.000000E+00   0.299678E+02   0.112558E-07   0.490532E-05  -0.750864E-06
   612   0.202810E+04   0.220329E+02   0.000000E+00   0.295129E+02   0.112248E-07   0.495900E-05  -0.760914E-06
   613   0.201895E+04   0.223300E+02   0.000000E+00   0.290244E+02   0.111938E-07   0.501294E-05  -0.770843E-06
   614   0.200994E+04   0.226287E+02   0.000000E+00   0.285036E+02   0.111630E-07   0.506713E-05  -0.780652E-06
   615   0.200092E+04   0.229261E+02   0.000000E+00   0.279514E+02   0.111324E-07   0.512155E-05  -0.790340E-06
   616   0.199197E+04   0.232243E+02   0.000000E+00   0.273676E+02   0.111018E-07   0.517619E-05  -0.799906E-06
   617   0.198316E+04   0.235220E+02   0.000000E+00   0.267522E+02   0.110714E-07   0.523104E-05  -0.809350E-06
   618   0.197435E+04   0.238191E+02   0.000000E+00   0.261045E+02   0.110411E-07   0.528609E-05  -0.818672E-06
   619   0.196552E+04   0.241163E+02   0.000000E+00   0.254274E+02   0.110109E-07   0.534134E-05  -0.827870E-06
   620   0.195691E+04   0.244108E+02   0.000000E+00   0.247187E+02   0.109809E-07   0.539675E-05  -0.836944E-06
   621   0.194822E+04   0.247054E+02   0.000000E+00   0.239790E+02   0.109509E-07   0.545234E-05  -0.845894E-06
   622   0.193967E+04   0.249987E+02   0.000000E+00   0.232083E+02   0.109211E-07   0.550808E-05  -0.854719E-06
   623   0.193126E+04   0.252899E+02   0.000000E+00   0.224088E+02   0.108914E-07   0.556396E-05  -0.863418E-06
   624   0.192284E+04   0.255798E+02   0.000000E+00   0.215791E+02   0.108618E-07   0.561997E-05  -0.871992E-06
   625   0.191449E+04   0.258684E+02   0.000000E+00   0.207191E+02   0.108323E-07   0.567610E-05  -0.880438E-06
   626   0.190628E+04   0.261557E+02   0.000000E+00   0.198302E+02   0.108030E-07   0.573233E-05  -0.888758E-06
   627   0.189821E+04   0.264410E+02   0.000000E+00   0.189124E+02   0.107738E-07   0.578867E-05  -0.896950E-06
   628   0.189021E+04   0.267243E+02   0.000000E+00   0.179658E+02   0.107447E-07   0.584508E-05  -0.905013E-06
   629   0.188235E+04   0.270054E+02   0.000000E+00   0.169909E+02   0.107157E-07   0.590157E-05  -0.912948E-06
   630   0.187448E+04   0.272846E+02   0.000000E+00   0.159870E+02   0.106868E-07   0.595813E-05  -0.920753E-06
   631   0.186675E+04   0.275618E+02   0.000000E+00   0.149572E+02   0.106580E-07   0.601473E-05  -0.928428E-06
   632   0.185924E+04   0.278361E+02   0.000000E+00   0.138990E+02   0.106294E-07   0.607137E-05  -0.935972E-06
   633   0.185172E+04   0.281092E+02   0.000000E+00   0.128148E+02   0.106008E-07   0.612804E-05  -0.943386E-06
   634   0.184441E+04   0.283781E+02   0.000000E+00   0.117044E+02   0.105724E-07   0.618472E-05  -0.950668E-06
   635   0.183725E+04   0.286456E+02   0.000000E+00   0.105683E+02   0.105441E-07   0.624141E-05  -0.957817E-06
   636   0.183008E+04   0.289112E+02   0.000000E+00   0.940704E+01   0.105159E-07   0.629809E-05  -0.964834E-06
   637   0.182312E+04   0.291718E+02   0.000000E+00   0.822004E+01   0.104878E-07   0.635475E-05  -0.971718E-06
   638   0.181631E+04   0.294311E+02   0.000000E+00   0.700941E+01   0.104598E-07   0.641138E-05  -0.978467E-06
   639   0.180963E+04   0.296862E+02   0.000000E+00   0.577416E+01   0.104319E-07   0.646796E-05  -0.985083E-06
   640   0.180310E+04   0.299393E+02   0.000000E+00   0.451585E+01   0.104042E-07   0.652450E-05  -0.991563E-06
   641   0.179671E+04   0.301889E+02   0.000000E+00   0.323443E+01   0.103765E-07   0.658096E-05  -0.997908E-06
   642   0.179038E+04   0.304343E+02   0.000000E+00   0.193064E+01   0.103490E-07   0.663735E-05  -0.100412E-05
   643   0.178427E+04   0.306777E+02   0.000000E+00   0.604944E+00   0.103216E-07   0.669366E-05  -0.101019E-05
   644   0.177838E+04   0.309154E+02   0.000000E+00  -0.742030E+00   0.102942E-07   0.674986E-05  -0.101612E-05
   645   0.177255E+04   0.311504E+02   0.000000E+00  -0.211001E+01   0.102670E-07   0.680595E-05  -0.102192E-05
   646   0.176686E+04   0.313819E+02   0.000000E+00  -0.349835E+01   0.102399E-07   0.686192E-05  -0.102758E-05
   647   0.176146E+04   0.316093E+02   0.000000E+00  -0.490694E+01   0.102129E-07   0.691775E-05  -0.103310E-05
   648   0.175606E+04   0.318331E+02   0.000000E+00  -0.633386E+01   0.101860E-07   0.697343E-05  -0.103848E-05
   649   0.175094E+04   0.320521E+02   0.000000E+00  -0.777991E+01   0.101592E-07   0.702896E-05  -0.104372E-05
   650   0.174596E+04   0.322668E+02   0.000000E+00  -0.924360E+01   0.101325E-07   0.708432E-05  -0.104882E-05
   651   0.174113E+04   0.324789E+02   0.000000E+00  -0.107250E+02   0.101059E-07   0.713950E-05  -0.105377E-05
   652   0.173644E+04   0.326860E+02   0.000000E+00  -0.122233E+02   0.100794E-07   0.719450E-05  -0.105859E-05
   653   0.173203E+04   0.328874E+02   0.000000E+00  -0.137372E+02   0.100530E-07   0.724929E-05  -0.106327E-05
   654   0.172770E+04   0.330854E+02   0.000000E+00  -0.152658E+02   0.100267E-07   0.730389E-05  -0.106781E-05
   655   0.172350E+04   0.332792E+02   0.000000E+00  -0.168100E+02   0.100006E-07   0.735828E-05  -0.107220E-05
   656   0.171960E+04   0.334680E+02   0.000000E+00  -0.183683E+02   0.997447E-08   0.741246E-05  -0.107646E-05
   657   0.171584E+04   0.336519E+02   0.000000E+00  -0.199392E+02   0.994849E-08   0.746642E-05  -0.108058E-05
   658   0.171214E+04   0.338316E+02   0.000000E+00  -0.215235E+02   0.992261E-08   0.752015E-05  -0.108456E-05
   659   0.170881E+04   0.340064E+02   0.000000E+00  -0.231197E+02   0.989683E-08   0.757365E-05  -0.108840E-05
   660   0.170563E+04   0.341755E+02   0.000000E+00  -0.247272E+02   0.987115E-08   0.762691E-05  -0.109210E-05
   661   0.170258E+04   0.343396E+02   0.000000E+00  -0.263444E+02   0.984557E-08   0.767992E-05  -0.109567E-05
   662   0.169976E+04   0.344995E+02   0.000000E+00  -0.279728E+02   0.982008E-08   0.773268E-05  -0.109910E-05
   663   0.169707E+04   0.346545E+02   0.000000E+00  -0.296111E+02   0.979469E-08   0.778518E-05  -0.110239E-05
   664   0.169461E+04   0.348030E+02   0.000000E+00  -0.312570E+02   0.976940E-08   0.783741E-05  -0.110554E-05
   665   0.169229E+04   0.349466E+02   0.000000E+00  -0.329112E+02   0.974421E-08   0.788938E-05  -0.110856E-05
   666   0.169018E+04   0.350852E+02   0.000000E+00  -0.345723E+02   0.971911E-08   0.794106E-05  -0.111144E-05
   667   0.168830E+04   0.352182E+02   0.000000E+00  -0.362404E+02   0.969411E-08   0.799246E-05  -0.111419E-05
