#    L    TT             EE             BB             TE          
  1548   0.512934E+03   0.161117E+02   0.581896E-01   0.648387E+01
  1549   0.510142E+03   0.162077E+02   0.581188E-01   0.641168E+01
  1550   0.507373E+03   0.163033E+02   0.580480E-01   0.633062E+01
  1551   0.504605E+03   0.163985E+02   0.579771E-01   0.624065E+01
  1552   0.501868E+03   0.164924E+02   0.579062E-01   0.614323E+01
  1553   0.499139E+03   0.165867E+02   0.578353E-01   0.603833E+01
  1554   0.496433E+03   0.166805E+02   0.577644E-01   0.592444E+01
  1555   0.493734E+03   0.167724E+02   0.576934E-01   0.580301E+01
  1556   0.491066E+03   0.168632E+02   0.576225E-01   0.567327E+01
  1557   0.488413E+03   0.169537E+02   0.575515E-01   0.553592E+01
  1558   0.485783E+03   0.170437E+02   0.574805E-01   0.539167E+01
  1559   0.483182E+03   0.171311E+02   0.574096E-01   0.523901E+01
  1560   0.480597E+03   0.172190E+02   0.573387E-01   0.507864E+01
  1561   0.478011E+03   0.173049E+02   0.572678E-01   0.491127E+01
  1562   0.475447E+03   0.173906E+02   0.571969E-01   0.473612E+01
  1563   0.472913E+03   0.174745E+02   0.571261E-01   0.455464E+01
  1564   0.470408E+03   0.175580E+02   0.570553E-01   0.436605E+01
  1565   0.467932E+03   0.176390E+02   0.569846E-01   0.417031E+01
  1566   0.465470E+03   0.177197E+02   0.569139E-01   0.396885E+01
  1567   0.463023E+03   0.177971E+02   0.568433E-01   0.375943E+01
  1568   0.460605E+03   0.178758E+02   0.567728E-01   0.354407E+01
  1569   0.458223E+03   0.179519E+02   0.567023E-01   0.332228E+01
  1570   0.455863E+03   0.180278E+02   0.566320E-01   0.309440E+01
  1571   0.453531E+03   0.181034E+02   0.565617E-01   0.286097E+01
  1572   0.451214E+03   0.181751E+02   0.564915E-01   0.262077E+01
  1573   0.448924E+03   0.182466E+02   0.564214E-01   0.237494E+01
  1574   0.446679E+03   0.183156E+02   0.563515E-01   0.212336E+01
  1575   0.444447E+03   0.183844E+02   0.562817E-01   0.186627E+01
  1576   0.442243E+03   0.184493E+02   0.562120E-01   0.160372E+01
  1577   0.440068E+03   0.185139E+02   0.561424E-01   0.133587E+01
  1578   0.437922E+03   0.185769E+02   0.560730E-01   0.106297E+01
  1579   0.435811E+03   0.186375E+02   0.560037E-01   0.785052E+00
  1580   0.433713E+03   0.186979E+02   0.559346E-01   0.502290E+00
  1581   0.431644E+03   0.187559E+02   0.558657E-01   0.214856E+00
  1582   0.429617E+03   0.188123E+02   0.557970E-01  -0.771485E-01
  1583   0.427604E+03   0.188656E+02   0.557285E-01  -0.373552E+00
  1584   0.425634E+03   0.189187E+02   0.556601E-01  -0.674330E+00
  1585   0.423677E+03   0.189702E+02   0.555920E-01  -0.979162E+00
  1586   0.421763E+03   0.190186E+02   0.555241E-01  -0.128791E+01
  1587   0.419877E+03   0.190661E+02   0.554564E-01  -0.160069E+01
  1588   0.418026E+03   0.191112E+02   0.553890E-01  -0.191716E+01
  1589   0.416196E+03   0.191548E+02   0.553218E-01  -0.223713E+01
  1590   0.414394E+03   0.191961E+02   0.552548E-01  -0.256050E+01
  1591   0.412634E+03   0.192357E+02   0.551882E-01  -0.288710E+01
  1592   0.410895E+03   0.192738E+02   0.551218E-01  -0.321670E+01
  1593   0.409191E+03   0.193095E+02   0.550556E-01  -0.354944E+01
  1594   0.407508E+03   0.193437E+02   0.549898E-01  -0.388491E+01
  1595   0.405867E+03   0.193763E+02   0.549243E-01  -0.422281E+01
  1596   0.404261E+03   0.194059E+02   0.548590E-01  -0.456327E+01
  1597   0.402676E+03   0.194339E+02   0.547941E-01  -0.490602E+01
  1598   0.401126E+03   0.194596E+02   0.547295E-01  -0.525077E+01
  1599   0.399604E+03   0.194838E+02   0.546652E-01  -0.559764E+01
  1600   0.398118E+03   0.195064E+02   0.546013E-01  -0.594638E+01
  1601   0.396659E+03   0.195267E+02   0.545377E-01  -0.629676E+01
  1602   0.395220E+03   0.195440E+02   0.544744E-01  -0.664858E+01
  1603   0.393832E+03   0.195598E+02   0.544115E-01  -0.700205E+01
  1604   0.392465E+03   0.195732E+02   0.543489E-01  -0.735706E+01
  1605   0.391132E+03   0.195852E+02   0.542867E-01  -0.771238E+01
  1606   0.389828E+03   0.195948E+02   0.542249E-01  -0.806939E+01
  1607   0.388552E+03   0.196029E+02   0.541634E-01  -0.842740E+01
  1608   0.387304E+03   0.196094E+02   0.541023E-01  -0.878497E+01
  1609   0.386099E+03   0.196122E+02   0.540415E-01  -0.914361E+01
  1610   0.384922E+03   0.196134E+02   0.539812E-01  -0.950263E+01
  1611   0.383766E+03   0.196131E+02   0.539212E-01  -0.986133E+01
  1612   0.382653E+03   0.196097E+02   0.538616E-01  -0.102205E+02
  1613   0.381553E+03   0.196048E+02   0.538023E-01  -0.105794E+02
  1614   0.380497E+03   0.195983E+02   0.537435E-01  -0.109381E+02
  1615   0.379470E+03   0.195896E+02   0.536850E-01  -0.112960E+02
  1616   0.378464E+03   0.195785E+02   0.536269E-01  -0.116530E+02
  1617   0.377493E+03   0.195658E+02   0.535692E-01  -0.120091E+02
  1618   0.376552E+03   0.195509E+02   0.535119E-01  -0.123645E+02
  1619   0.375625E+03   0.195336E+02   0.534549E-01  -0.127192E+02
  1620   0.374748E+03   0.195148E+02   0.533983E-01  -0.130724E+02
  1621   0.373894E+03   0.194928E+02   0.533421E-01  -0.134242E+02
  1622   0.373068E+03   0.194701E+02   0.532863E-01  -0.137747E+02
  1623   0.372265E+03   0.194450E+02   0.532308E-01  -0.141239E+02
  1624   0.371498E+03   0.194183E+02   0.531757E-01  -0.144703E+02
  1625   0.370760E+03   0.193885E+02   0.531210E-01  -0.148155E+02
  1626   0.370045E+03   0.193579E+02   0.530666E-01  -0.151588E+02
  1627   0.369351E+03   0.193242E+02   0.530126E-01  -0.154994E+02
  1628   0.368688E+03   0.192896E+02   0.529590E-01  -0.158381E+02
  1629   0.368054E+03   0.192527E+02   0.529057E-01  -0.161736E+02
  1630   0.367451E+03   0.192141E+02   0.528528E-01  -0.165073E+02
  1631   0.366855E+03   0.191732E+02   0.528002E-01  -0.168378E+02
  1632   0.366304E+03   0.191298E+02   0.527480E-01  -0.171658E+02
  1633   0.365777E+03   0.190856E+02   0.526961E-01  -0.174907E+02
  1634   0.365287E+03   0.190390E+02   0.526445E-01  -0.178125E+02
  1635   0.364806E+03   0.189915E+02   0.525933E-01  -0.181312E+02
  1636   0.364355E+03   0.189400E+02   0.525424E-01  -0.184461E+02
  1637   0.363928E+03   0.188884E+02   0.524919E-01  -0.187588E+02
  1638   0.363517E+03   0.188351E+02   0.524416E-01  -0.190670E+02
  1639   0.363145E+03   0.187794E+02   0.523917E-01  -0.193716E+02
  1640   0.362789E+03   0.187220E+02   0.523422E-01  -0.196732E+02
  1641   0.362450E+03   0.186629E+02   0.522929E-01  -0.199706E+02
  1642   0.362142E+03   0.186021E+02   0.522440E-01  -0.202628E+02
  1643   0.361852E+03   0.185411E+02   0.521954E-01  -0.205523E+02
  1644   0.361578E+03   0.184761E+02   0.521471E-01  -0.208390E+02
  1645   0.361329E+03   0.184101E+02   0.520992E-01  -0.211201E+02
  1646   0.361098E+03   0.183431E+02   0.520515E-01  -0.213969E+02
  1647   0.360899E+03   0.182743E+02   0.520042E-01  -0.216682E+02
  1648   0.360718E+03   0.182038E+02   0.519572E-01  -0.219368E+02
  1649   0.360554E+03   0.181323E+02   0.519105E-01  -0.222006E+02
  1650   0.360409E+03   0.180583E+02   0.518640E-01  -0.224588E+02
  1651   0.360282E+03   0.179839E+02   0.518180E-01  -0.227138E+02
  1652   0.360181E+03   0.179063E+02   0.517722E-01  -0.229625E+02
  1653   0.360091E+03   0.178283E+02   0.517267E-01  -0.232058E+02
  1654   0.360019E+03   0.177500E+02   0.516815E-01  -0.234465E+02
  1655   0.359974E+03   0.176699E+02   0.516367E-01  -0.236796E+02
  1656   0.359940E+03   0.175879E+02   0.515921E-01  -0.239088E+02
  1657   0.359910E+03   0.175049E+02   0.515479E-01  -0.241326E+02
  1658   0.359914E+03   0.174200E+02   0.515040E-01  -0.243517E+02
  1659   0.359930E+03   0.173339E+02   0.514603E-01  -0.245647E+02
  1660   0.359951E+03   0.172475E+02   0.514170E-01  -0.247723E+02
  1661   0.359999E+03   0.171592E+02   0.513740E-01  -0.249753E+02
  1662   0.360052E+03   0.170705E+02   0.513312E-01  -0.251730E+02
  1663   0.360125E+03   0.169806E+02   0.512888E-01  -0.253638E+02
  1664   0.360203E+03   0.168888E+02   0.512467E-01  -0.255494E+02
  1665   0.360301E+03   0.167965E+02   0.512049E-01  -0.257296E+02
  1666   0.360412E+03   0.167030E+02   0.511634E-01  -0.259052E+02
  1667   0.360529E+03   0.166091E+02   0.511221E-01  -0.260733E+02
  1668   0.360666E+03   0.165139E+02   0.510812E-01  -0.262369E+02
  1669   0.360809E+03   0.164183E+02   0.510406E-01  -0.263937E+02
  1670   0.360959E+03   0.163214E+02   0.510002E-01  -0.265445E+02
  1671   0.361129E+03   0.162232E+02   0.509601E-01  -0.266907E+02
  1672   0.361306E+03   0.161245E+02   0.509203E-01  -0.268302E+02
  1673   0.361483E+03   0.160246E+02   0.508808E-01  -0.269637E+02
  1674   0.361680E+03   0.159255E+02   0.508415E-01  -0.270911E+02
  1675   0.361870E+03   0.158244E+02   0.508026E-01  -0.272126E+02
  1676   0.362082E+03   0.157220E+02   0.507638E-01  -0.273280E+02
  1677   0.362300E+03   0.156205E+02   0.507254E-01  -0.274374E+02
  1678   0.362512E+03   0.155169E+02   0.506872E-01  -0.275408E+02
  1679   0.362738E+03   0.154141E+02   0.506492E-01  -0.276382E+02
  1680   0.362971E+03   0.153100E+02   0.506114E-01  -0.277288E+02
  1681   0.363213E+03   0.152045E+02   0.505739E-01  -0.278134E+02
  1682   0.363448E+03   0.150998E+02   0.505367E-01  -0.278935E+02
  1683   0.363698E+03   0.149952E+02   0.504996E-01  -0.279660E+02
  1684   0.363949E+03   0.148891E+02   0.504628E-01  -0.280332E+02
  1685   0.364209E+03   0.147831E+02   0.504261E-01  -0.280944E+02
  1686   0.364469E+03   0.146771E+02   0.503896E-01  -0.281480E+02
  1687   0.364724E+03   0.145697E+02   0.503534E-01  -0.281963E+02
  1688   0.364995E+03   0.144630E+02   0.503173E-01  -0.282393E+02
  1689   0.365252E+03   0.143563E+02   0.502813E-01  -0.282747E+02
  1690   0.365512E+03   0.142488E+02   0.502455E-01  -0.283047E+02
  1691   0.365781E+03   0.141421E+02   0.502099E-01  -0.283294E+02
  1692   0.366051E+03   0.140338E+02   0.501744E-01  -0.283472E+02
  1693   0.366317E+03   0.139262E+02   0.501391E-01  -0.283588E+02
  1694   0.366578E+03   0.138192E+02   0.501038E-01  -0.283658E+02
  1695   0.366849E+03   0.137107E+02   0.500687E-01  -0.283652E+02
  1696   0.367115E+03   0.136035E+02   0.500336E-01  -0.283598E+02
  1697   0.367369E+03   0.134955E+02   0.499987E-01  -0.283483E+02
  1698   0.367634E+03   0.133881E+02   0.499638E-01  -0.283313E+02
  1699   0.367894E+03   0.132806E+02   0.499290E-01  -0.283073E+02
  1700   0.368150E+03   0.131722E+02   0.498943E-01  -0.282785E+02
  1701   0.368395E+03   0.130658E+02   0.498596E-01  -0.282435E+02
  1702   0.368651E+03   0.129585E+02   0.498250E-01  -0.282029E+02
  1703   0.368896E+03   0.128525E+02   0.497904E-01  -0.281575E+02
  1704   0.369137E+03   0.127456E+02   0.497558E-01  -0.281058E+02
  1705   0.369375E+03   0.126399E+02   0.497213E-01  -0.280485E+02
  1706   0.369602E+03   0.125325E+02   0.496867E-01  -0.279856E+02
  1707   0.369833E+03   0.124264E+02   0.496522E-01  -0.279184E+02
  1708   0.370054E+03   0.123216E+02   0.496176E-01  -0.278449E+02
  1709   0.370272E+03   0.122172E+02   0.495831E-01  -0.277664E+02
  1710   0.370479E+03   0.121141E+02   0.495485E-01  -0.276822E+02
  1711   0.370675E+03   0.120114E+02   0.495139E-01  -0.275923E+02
  1712   0.370877E+03   0.119077E+02   0.494793E-01  -0.274981E+02
  1713   0.371061E+03   0.118053E+02   0.494446E-01  -0.273988E+02
  1714   0.371235E+03   0.117040E+02   0.494099E-01  -0.272937E+02
  1715   0.371398E+03   0.116024E+02   0.493751E-01  -0.271850E+02
  1716   0.371567E+03   0.115020E+02   0.493403E-01  -0.270704E+02
  1717   0.371719E+03   0.114020E+02   0.493055E-01  -0.269514E+02
  1718   0.371854E+03   0.113032E+02   0.492706E-01  -0.268279E+02
  1719   0.371986E+03   0.112048E+02   0.492356E-01  -0.266992E+02
  1720   0.372116E+03   0.111075E+02   0.492005E-01  -0.265668E+02
  1721   0.372230E+03   0.110114E+02   0.491654E-01  -0.264291E+02
  1722   0.372341E+03   0.109149E+02   0.491302E-01  -0.262875E+02
  1723   0.372436E+03   0.108195E+02   0.490950E-01  -0.261414E+02
  1724   0.372514E+03   0.107260E+02   0.490597E-01  -0.259913E+02
  1725   0.372583E+03   0.106321E+02   0.490242E-01  -0.258366E+02
  1726   0.372643E+03   0.105400E+02   0.489887E-01  -0.256787E+02
  1727   0.372693E+03   0.104483E+02   0.489532E-01  -0.255161E+02
  1728   0.372728E+03   0.103591E+02   0.489175E-01  -0.253501E+02
  1729   0.372761E+03   0.102702E+02   0.488818E-01  -0.251801E+02
  1730   0.372762E+03   0.101817E+02   0.488459E-01  -0.250053E+02
  1731   0.372763E+03   0.100942E+02   0.488100E-01  -0.248285E+02
  1732   0.372747E+03   0.100078E+02   0.487740E-01  -0.246469E+02
  1733   0.372722E+03   0.992318E+01   0.487379E-01  -0.244625E+02
  1734   0.372681E+03   0.983883E+01   0.487017E-01  -0.242746E+02
  1735   0.372624E+03   0.975625E+01   0.486654E-01  -0.240824E+02
  1736   0.372558E+03   0.967394E+01   0.486290E-01  -0.238889E+02
  1737   0.372477E+03   0.959413E+01   0.485925E-01  -0.236910E+02
  1738   0.372379E+03   0.951458E+01   0.485559E-01  -0.234902E+02
  1739   0.372281E+03   0.943678E+01   0.485192E-01  -0.232872E+02
  1740   0.372151E+03   0.935996E+01   0.484824E-01  -0.230812E+02
  1741   0.372028E+03   0.928414E+01   0.484455E-01  -0.228714E+02
  1742   0.371874E+03   0.921003E+01   0.484085E-01  -0.226607E+02
  1743   0.371712E+03   0.913690E+01   0.483714E-01  -0.224462E+02
  1744   0.371533E+03   0.906548E+01   0.483341E-01  -0.222300E+02
  1745   0.371339E+03   0.899428E+01   0.482968E-01  -0.220113E+02
  1746   0.371130E+03   0.892553E+01   0.482593E-01  -0.217901E+02
  1747   0.370911E+03   0.885846E+01   0.482216E-01  -0.215671E+02
  1748   0.370670E+03   0.879309E+01   0.481839E-01  -0.213422E+02
  1749   0.370412E+03   0.872791E+01   0.481460E-01  -0.211140E+02
  1750   0.370139E+03   0.866442E+01   0.481080E-01  -0.208853E+02
  1751   0.369850E+03   0.860185E+01   0.480698E-01  -0.206554E+02
  1752   0.369553E+03   0.854022E+01   0.480315E-01  -0.204219E+02
  1753   0.369240E+03   0.847951E+01   0.479930E-01  -0.201886E+02
  1754   0.368910E+03   0.842121E+01   0.479543E-01  -0.199532E+02
  1755   0.368565E+03   0.836509E+01   0.479155E-01  -0.197165E+02
  1756   0.368212E+03   0.830938E+01   0.478765E-01  -0.194783E+02
  1757   0.367835E+03   0.825517E+01   0.478373E-01  -0.192394E+02
  1758   0.367435E+03   0.820233E+01   0.477980E-01  -0.189997E+02
  1759   0.367034E+03   0.815100E+01   0.477584E-01  -0.187592E+02
  1760   0.366609E+03   0.810125E+01   0.477187E-01  -0.185172E+02
  1761   0.366168E+03   0.805293E+01   0.476787E-01  -0.182751E+02
  1762   0.365711E+03   0.800597E+01   0.476386E-01  -0.180320E+02
  1763   0.365246E+03   0.796066E+01   0.475982E-01  -0.177881E+02
  1764   0.364771E+03   0.791694E+01   0.475576E-01  -0.175446E+02
  1765   0.364266E+03   0.787450E+01   0.475168E-01  -0.173001E+02
  1766   0.363752E+03   0.783349E+01   0.474757E-01  -0.170561E+02
  1767   0.363222E+03   0.779392E+01   0.474344E-01  -0.168110E+02
  1768   0.362675E+03   0.775593E+01   0.473928E-01  -0.165663E+02
  1769   0.362120E+03   0.771937E+01   0.473510E-01  -0.163226E+02
  1770   0.361541E+03   0.768418E+01   0.473090E-01  -0.160778E+02
  1771   0.360952E+03   0.765057E+01   0.472667E-01  -0.158340E+02
  1772   0.360355E+03   0.761833E+01   0.472241E-01  -0.155912E+02
  1773   0.359726E+03   0.758753E+01   0.471813E-01  -0.153470E+02
  1774   0.359095E+03   0.755826E+01   0.471381E-01  -0.151053E+02
  1775   0.358448E+03   0.753042E+01   0.470947E-01  -0.148637E+02
  1776   0.357792E+03   0.750397E+01   0.470511E-01  -0.146222E+02
  1777   0.357104E+03   0.747912E+01   0.470071E-01  -0.143830E+02
  1778   0.356414E+03   0.745557E+01   0.469629E-01  -0.141439E+02
  1779   0.355707E+03   0.743356E+01   0.469184E-01  -0.139062E+02
  1780   0.354990E+03   0.741294E+01   0.468736E-01  -0.136692E+02
  1781   0.354264E+03   0.739372E+01   0.468285E-01  -0.134337E+02
  1782   0.353506E+03   0.737596E+01   0.467832E-01  -0.131995E+02
  1783   0.352745E+03   0.735961E+01   0.467375E-01  -0.129667E+02
  1784   0.351982E+03   0.734459E+01   0.466916E-01  -0.127345E+02
  1785   0.351194E+03   0.733106E+01   0.466454E-01  -0.125051E+02
  1786   0.350396E+03   0.731887E+01   0.465989E-01  -0.122769E+02
  1787   0.349588E+03   0.730818E+01   0.465522E-01  -0.120500E+02
  1788   0.348770E+03   0.729877E+01   0.465051E-01  -0.118265E+02
  1789   0.347934E+03   0.729071E+01   0.464578E-01  -0.116035E+02
  1790   0.347081E+03   0.728402E+01   0.464103E-01  -0.113831E+02
  1791   0.346224E+03   0.727863E+01   0.463625E-01  -0.111653E+02
  1792   0.345357E+03   0.727461E+01   0.463144E-01  -0.109486E+02
  1793   0.344464E+03   0.727190E+01   0.462660E-01  -0.107344E+02
  1794   0.343575E+03   0.727043E+01   0.462174E-01  -0.105228E+02
  1795   0.342675E+03   0.727043E+01   0.461686E-01  -0.103136E+02
  1796   0.341735E+03   0.727161E+01   0.461195E-01  -0.101062E+02
  1797   0.340820E+03   0.727397E+01   0.460702E-01  -0.990194E+01
  1798   0.339880E+03   0.727760E+01   0.460207E-01  -0.969937E+01
  1799   0.338928E+03   0.728258E+01   0.459710E-01  -0.949992E+01
  1800   0.337972E+03   0.728876E+01   0.459210E-01  -0.930358E+01
  1801   0.337012E+03   0.729609E+01   0.458708E-01  -0.910928E+01
  1802   0.336047E+03   0.730455E+01   0.458204E-01  -0.891819E+01
  1803   0.335064E+03   0.731425E+01   0.457699E-01  -0.873043E+01
  1804   0.334061E+03   0.732503E+01   0.457191E-01  -0.854459E+01
  1805   0.333053E+03   0.733705E+01   0.456681E-01  -0.836220E+01
  1806   0.332049E+03   0.735024E+01   0.456170E-01  -0.818281E+01
  1807   0.331024E+03   0.736454E+01   0.455657E-01  -0.800662E+01
  1808   0.329995E+03   0.737973E+01   0.455142E-01  -0.783338E+01
  1809   0.328960E+03   0.739590E+01   0.454625E-01  -0.766347E+01
  1810   0.327921E+03   0.741326E+01   0.454107E-01  -0.749686E+01
  1811   0.326861E+03   0.743162E+01   0.453587E-01  -0.733346E+01
  1812   0.325804E+03   0.745105E+01   0.453066E-01  -0.717357E+01
  1813   0.324741E+03   0.747140E+01   0.452543E-01  -0.701701E+01
  1814   0.323665E+03   0.749270E+01   0.452018E-01  -0.686392E+01
  1815   0.322591E+03   0.751494E+01   0.451493E-01  -0.671430E+01
  1816   0.321511E+03   0.753806E+01   0.450966E-01  -0.656834E+01
  1817   0.320418E+03   0.756207E+01   0.450437E-01  -0.642575E+01
  1818   0.319318E+03   0.758697E+01   0.449907E-01  -0.628681E+01
  1819   0.318198E+03   0.761285E+01   0.449376E-01  -0.615158E+01
  1820   0.317093E+03   0.763935E+01   0.448843E-01  -0.601998E+01
  1821   0.315990E+03   0.766677E+01   0.448309E-01  -0.589208E+01
  1822   0.314873E+03   0.769491E+01   0.447774E-01  -0.576794E+01
  1823   0.313778E+03   0.772390E+01   0.447237E-01  -0.564755E+01
  1824   0.312655E+03   0.775333E+01   0.446700E-01  -0.553084E+01
  1825   0.311532E+03   0.778341E+01   0.446161E-01  -0.541809E+01
  1826   0.310402E+03   0.781499E+01   0.445620E-01  -0.530907E+01
  1827   0.309280E+03   0.784687E+01   0.445078E-01  -0.520386E+01
  1828   0.308143E+03   0.787930E+01   0.444535E-01  -0.510260E+01
  1829   0.307006E+03   0.791153E+01   0.443991E-01  -0.500513E+01
  1830   0.305870E+03   0.794582E+01   0.443446E-01  -0.491153E+01
  1831   0.304733E+03   0.797992E+01   0.442899E-01  -0.482188E+01
  1832   0.303588E+03   0.801462E+01   0.442350E-01  -0.473616E+01
  1833   0.302450E+03   0.804990E+01   0.441801E-01  -0.465423E+01
  1834   0.301312E+03   0.808504E+01   0.441250E-01  -0.457647E+01
  1835   0.300166E+03   0.812154E+01   0.440698E-01  -0.450235E+01
  1836   0.299019E+03   0.815940E+01   0.440144E-01  -0.443240E+01
  1837   0.297878E+03   0.819567E+01   0.439589E-01  -0.436631E+01
  1838   0.296737E+03   0.823333E+01   0.439033E-01  -0.430426E+01
  1839   0.295587E+03   0.827164E+01   0.438475E-01  -0.424608E+01
  1840   0.294450E+03   0.830913E+01   0.437917E-01  -0.419193E+01
  1841   0.293313E+03   0.834805E+01   0.437356E-01  -0.414168E+01
  1842   0.292173E+03   0.838691E+01   0.436795E-01  -0.409540E+01
  1843   0.291033E+03   0.842573E+01   0.436232E-01  -0.405310E+01
  1844   0.289898E+03   0.846527E+01   0.435668E-01  -0.401464E+01
  1845   0.288784E+03   0.850478E+01   0.435102E-01  -0.398018E+01
  1846   0.287645E+03   0.854503E+01   0.434536E-01  -0.394950E+01
  1847   0.286520E+03   0.858528E+01   0.433968E-01  -0.392292E+01
  1848   0.285392E+03   0.862555E+01   0.433399E-01  -0.390007E+01
  1849   0.284269E+03   0.866585E+01   0.432829E-01  -0.388111E+01
  1850   0.283152E+03   0.870619E+01   0.432257E-01  -0.386599E+01
  1851   0.282018E+03   0.874732E+01   0.431685E-01  -0.385471E+01
  1852   0.280918E+03   0.878925E+01   0.431112E-01  -0.384729E+01
  1853   0.279801E+03   0.882977E+01   0.430537E-01  -0.384360E+01
  1854   0.278696E+03   0.887037E+01   0.429962E-01  -0.384380E+01
  1855   0.277595E+03   0.891031E+01   0.429386E-01  -0.384768E+01
  1856   0.276507E+03   0.895110E+01   0.428809E-01  -0.385519E+01
  1857   0.275416E+03   0.899274E+01   0.428232E-01  -0.386649E+01
  1858   0.274330E+03   0.903301E+01   0.427654E-01  -0.388144E+01
  1859   0.273255E+03   0.907415E+01   0.427075E-01  -0.390015E+01
  1860   0.272177E+03   0.911394E+01   0.426496E-01  -0.392234E+01
  1861   0.271119E+03   0.915461E+01   0.425917E-01  -0.394824E+01
  1862   0.270064E+03   0.919470E+01   0.425337E-01  -0.397757E+01
  1863   0.268999E+03   0.923496E+01   0.424757E-01  -0.401037E+01
  1864   0.267960E+03   0.927612E+01   0.424177E-01  -0.404671E+01
  1865   0.266918E+03   0.931599E+01   0.423597E-01  -0.408649E+01
  1866   0.265895E+03   0.935529E+01   0.423016E-01  -0.412970E+01
  1867   0.264860E+03   0.939480E+01   0.422436E-01  -0.417609E+01
  1868   0.263844E+03   0.943377E+01   0.421857E-01  -0.422597E+01
  1869   0.262839E+03   0.947221E+01   0.421277E-01  -0.427899E+01
  1870   0.261838E+03   0.951088E+01   0.420698E-01  -0.433539E+01
  1871   0.260840E+03   0.954977E+01   0.420120E-01  -0.439483E+01
  1872   0.259861E+03   0.958742E+01   0.419542E-01  -0.445756E+01
  1873   0.258885E+03   0.962531E+01   0.418965E-01  -0.452329E+01
  1874   0.257920E+03   0.966197E+01   0.418388E-01  -0.459213E+01
  1875   0.256966E+03   0.969889E+01   0.417813E-01  -0.466395E+01
  1876   0.256014E+03   0.973534E+01   0.417238E-01  -0.473863E+01
  1877   0.255074E+03   0.977131E+01   0.416664E-01  -0.481627E+01
  1878   0.254136E+03   0.980609E+01   0.416092E-01  -0.489674E+01
  1879   0.253216E+03   0.984040E+01   0.415520E-01  -0.497985E+01
  1880   0.252307E+03   0.987427E+01   0.414950E-01  -0.506585E+01
  1881   0.251408E+03   0.990770E+01   0.414380E-01  -0.515438E+01
  1882   0.250512E+03   0.994144E+01   0.413813E-01  -0.524548E+01
  1883   0.249633E+03   0.997326E+01   0.413246E-01  -0.533917E+01
  1884   0.248765E+03   0.100061E+02   0.412681E-01  -0.543532E+01
  1885   0.247907E+03   0.100371E+02   0.412117E-01  -0.553398E+01
  1886   0.247051E+03   0.100684E+02   0.411555E-01  -0.563486E+01
  1887   0.246205E+03   0.100986E+02   0.410994E-01  -0.573822E+01
  1888   0.245384E+03   0.101276E+02   0.410435E-01  -0.584371E+01
  1889   0.244558E+03   0.101562E+02   0.409877E-01  -0.595143E+01
  1890   0.243750E+03   0.101845E+02   0.409321E-01  -0.606135E+01
  1891   0.242958E+03   0.102123E+02   0.408766E-01  -0.617318E+01
  1892   0.242169E+03   0.102390E+02   0.408213E-01  -0.628720E+01
  1893   0.241390E+03   0.102654E+02   0.407661E-01  -0.640296E+01
  1894   0.240628E+03   0.102906E+02   0.407111E-01  -0.652052E+01
  1895   0.239868E+03   0.103155E+02   0.406562E-01  -0.663997E+01
  1896   0.239125E+03   0.103400E+02   0.406015E-01  -0.676120E+01
  1897   0.238400E+03   0.103627E+02   0.405470E-01  -0.688408E+01
  1898   0.237676E+03   0.103850E+02   0.404925E-01  -0.700872E+01
  1899   0.236969E+03   0.104070E+02   0.404383E-01  -0.713479E+01
  1900   0.236265E+03   0.104272E+02   0.403842E-01  -0.726247E+01
  1901   0.235578E+03   0.104470E+02   0.403302E-01  -0.739171E+01
  1902   0.234907E+03   0.104657E+02   0.402763E-01  -0.752224E+01
  1903   0.234239E+03   0.104834E+02   0.402226E-01  -0.765379E+01
  1904   0.233602E+03   0.105015E+02   0.401691E-01  -0.778610E+01
  1905   0.232946E+03   0.105178E+02   0.401156E-01  -0.792038E+01
  1906   0.232313E+03   0.105330E+02   0.400623E-01  -0.805592E+01
  1907   0.231698E+03   0.105486E+02   0.400091E-01  -0.819126E+01
  1908   0.231093E+03   0.105624E+02   0.399561E-01  -0.832865E+01
  1909   0.230490E+03   0.105752E+02   0.399031E-01  -0.846591E+01
  1910   0.229903E+03   0.105884E+02   0.398503E-01  -0.860454E+01
  1911   0.229334E+03   0.105998E+02   0.397976E-01  -0.874457E+01
  1912   0.228775E+03   0.106102E+02   0.397450E-01  -0.888381E+01
  1913   0.228233E+03   0.106195E+02   0.396926E-01  -0.902378E+01
  1914   0.227693E+03   0.106278E+02   0.396402E-01  -0.916449E+01
  1915   0.227171E+03   0.106358E+02   0.395880E-01  -0.930600E+01
  1916   0.226651E+03   0.106427E+02   0.395359E-01  -0.944757E+01
  1917   0.226156E+03   0.106478E+02   0.394839E-01  -0.959000E+01
  1918   0.225663E+03   0.106534E+02   0.394321E-01  -0.973256E+01
  1919   0.225188E+03   0.106572E+02   0.393803E-01  -0.987529E+01
  1920   0.224723E+03   0.106600E+02   0.393287E-01  -0.100182E+02
  1921   0.224260E+03   0.106625E+02   0.392772E-01  -0.101606E+02
  1922   0.223823E+03   0.106632E+02   0.392258E-01  -0.103033E+02
  1923   0.223388E+03   0.106636E+02   0.391745E-01  -0.104456E+02
  1924   0.222957E+03   0.106630E+02   0.391234E-01  -0.105881E+02
  1925   0.222558E+03   0.106606E+02   0.390725E-01  -0.107311E+02
