#    L    TT             EE             TE             PP             TP          
  1102   0.115787E+04   0.180506E+02  -0.715975E+02   0.178500E+06  -0.581109E+00
  1103   0.116004E+04   0.178063E+02  -0.709741E+02   0.178170E+06  -0.666501E+00
  1104   0.116222E+04   0.175662E+02  -0.703328E+02   0.177842E+06  -0.747609E+00
  1105   0.116426E+04   0.173288E+02  -0.696757E+02   0.177514E+06  -0.824464E+00
  1106   0.116630E+04   0.170940E+02  -0.690012E+02   0.177187E+06  -0.897100E+00
  1107   0.116827E+04   0.168634E+02  -0.683110E+02   0.176861E+06  -0.965548E+00
  1108   0.117018E+04   0.166355E+02  -0.676057E+02   0.176536E+06  -0.102984E+01
  1109   0.117194E+04   0.164095E+02  -0.668844E+02   0.176211E+06  -0.109001E+01
  1110   0.117370E+04   0.161900E+02  -0.661488E+02   0.175888E+06  -0.114609E+01
  1111   0.117532E+04   0.159738E+02  -0.653980E+02   0.175565E+06  -0.119810E+01
  1112   0.117702E+04   0.157611E+02  -0.646343E+02   0.175243E+06  -0.124609E+01
  1113   0.117850E+04   0.155532E+02  -0.638553E+02   0.174921E+06  -0.129009E+01
  1114   0.117991E+04   0.153481E+02  -0.630641E+02   0.174601E+06  -0.133012E+01
  1115   0.118133E+04   0.151479E+02  -0.622606E+02   0.174281E+06  -0.136622E+01
  1116   0.118267E+04   0.149519E+02  -0.614441E+02   0.173962E+06  -0.139842E+01
  1117   0.118387E+04   0.147600E+02  -0.606160E+02   0.173644E+06  -0.142676E+01
  1118   0.118500E+04   0.145731E+02  -0.597748E+02   0.173326E+06  -0.145126E+01
  1119   0.118614E+04   0.143896E+02  -0.589234E+02   0.173010E+06  -0.147195E+01
  1120   0.118713E+04   0.142110E+02  -0.580612E+02   0.172694E+06  -0.148888E+01
  1121   0.118805E+04   0.140367E+02  -0.571873E+02   0.172378E+06  -0.150207E+01
  1122   0.118889E+04   0.138665E+02  -0.563047E+02   0.172064E+06  -0.151155E+01
  1123   0.118960E+04   0.137020E+02  -0.554126E+02   0.171750E+06  -0.151735E+01
  1124   0.119031E+04   0.135409E+02  -0.545110E+02   0.171438E+06  -0.151952E+01
  1125   0.119087E+04   0.133848E+02  -0.535999E+02   0.171125E+06  -0.151807E+01
  1126   0.119136E+04   0.132336E+02  -0.526815E+02   0.170814E+06  -0.151305E+01
  1127   0.119178E+04   0.130867E+02  -0.517550E+02   0.170503E+06  -0.150448E+01
  1128   0.119213E+04   0.129454E+02  -0.508219E+02   0.170194E+06  -0.149239E+01
  1129   0.119241E+04   0.128090E+02  -0.498807E+02   0.169884E+06  -0.147683E+01
  1130   0.119247E+04   0.126769E+02  -0.489336E+02   0.169576E+06  -0.145781E+01
  1131   0.119260E+04   0.125497E+02  -0.479813E+02   0.169268E+06  -0.143538E+01
  1132   0.119259E+04   0.124275E+02  -0.470223E+02   0.168961E+06  -0.140956E+01
  1133   0.119244E+04   0.123110E+02  -0.460589E+02   0.168655E+06  -0.138039E+01
  1134   0.119228E+04   0.121987E+02  -0.450901E+02   0.168350E+06  -0.134789E+01
  1135   0.119199E+04   0.120913E+02  -0.441169E+02   0.168045E+06  -0.131211E+01
  1136   0.119161E+04   0.119897E+02  -0.431413E+02   0.167741E+06  -0.127307E+01
  1137   0.119117E+04   0.118922E+02  -0.421605E+02   0.167438E+06  -0.123080E+01
  1138   0.119066E+04   0.118012E+02  -0.411780E+02   0.167135E+06  -0.118534E+01
  1139   0.119007E+04   0.117137E+02  -0.401916E+02   0.166834E+06  -0.113672E+01
  1140   0.118934E+04   0.116327E+02  -0.392043E+02   0.166533E+06  -0.108497E+01
  1141   0.118853E+04   0.115551E+02  -0.382146E+02   0.166232E+06  -0.103012E+01
  1142   0.118766E+04   0.114840E+02  -0.372240E+02   0.165933E+06  -0.972209E+00
  1143   0.118671E+04   0.114172E+02  -0.362331E+02   0.165634E+06  -0.911265E+00
  1144   0.118554E+04   0.113553E+02  -0.352419E+02   0.165336E+06  -0.847319E+00
  1145   0.118444E+04   0.112998E+02  -0.342505E+02   0.165038E+06  -0.780406E+00
  1146   0.118320E+04   0.112487E+02  -0.332595E+02   0.164741E+06  -0.710556E+00
  1147   0.118189E+04   0.112032E+02  -0.322697E+02   0.164445E+06  -0.637801E+00
  1148   0.118043E+04   0.111620E+02  -0.312810E+02   0.164150E+06  -0.562174E+00
  1149   0.117897E+04   0.111265E+02  -0.302950E+02   0.163855E+06  -0.483707E+00
  1150   0.117736E+04   0.110960E+02  -0.293108E+02   0.163561E+06  -0.402432E+00
  1151   0.117576E+04   0.110705E+02  -0.283291E+02   0.163268E+06  -0.318379E+00
  1152   0.117393E+04   0.110499E+02  -0.273508E+02   0.162976E+06  -0.231576E+00
  1153   0.117218E+04   0.110352E+02  -0.263765E+02   0.162684E+06  -0.142048E+00
  1154   0.117028E+04   0.110254E+02  -0.254048E+02   0.162393E+06  -0.498202E-01
  1155   0.116831E+04   0.110207E+02  -0.244379E+02   0.162102E+06   0.450816E-01
  1156   0.116619E+04   0.110202E+02  -0.234766E+02   0.161812E+06   0.142632E+00
  1157   0.116400E+04   0.110248E+02  -0.225194E+02   0.161523E+06   0.242806E+00
  1158   0.116180E+04   0.110351E+02  -0.215684E+02   0.161235E+06   0.345577E+00
  1159   0.115954E+04   0.110497E+02  -0.206231E+02   0.160947E+06   0.450921E+00
  1160   0.115705E+04   0.110701E+02  -0.196855E+02   0.160660E+06   0.558811E+00
  1161   0.115463E+04   0.110948E+02  -0.187535E+02   0.160374E+06   0.669222E+00
  1162   0.115207E+04   0.111246E+02  -0.178293E+02   0.160088E+06   0.782129E+00
  1163   0.114943E+04   0.111594E+02  -0.169129E+02   0.159803E+06   0.897506E+00
  1164   0.114679E+04   0.111993E+02  -0.160044E+02   0.159519E+06   0.101533E+01
  1165   0.114401E+04   0.112436E+02  -0.151036E+02   0.159235E+06   0.113557E+01
  1166   0.114107E+04   0.112929E+02  -0.142122E+02   0.158952E+06   0.125820E+01
  1167   0.113821E+04   0.113465E+02  -0.133301E+02   0.158670E+06   0.138321E+01
  1168   0.113520E+04   0.114053E+02  -0.124565E+02   0.158388E+06   0.151055E+01
  1169   0.113219E+04   0.114683E+02  -0.115945E+02   0.158107E+06   0.164022E+01
  1170   0.112910E+04   0.115358E+02  -0.107411E+02   0.157827E+06   0.177217E+01
  1171   0.112587E+04   0.116083E+02  -0.989922E+01   0.157547E+06   0.190639E+01
  1172   0.112263E+04   0.116853E+02  -0.906816E+01   0.157268E+06   0.204286E+01
  1173   0.111932E+04   0.117666E+02  -0.824793E+01   0.156990E+06   0.218153E+01
  1174   0.111593E+04   0.118515E+02  -0.743963E+01   0.156712E+06   0.232240E+01
  1175   0.111247E+04   0.119408E+02  -0.664319E+01   0.156435E+06   0.246543E+01
  1176   0.110886E+04   0.120346E+02  -0.585937E+01   0.156159E+06   0.261060E+01
  1177   0.110532E+04   0.121334E+02  -0.508771E+01   0.155883E+06   0.275789E+01
  1178   0.110163E+04   0.122352E+02  -0.432890E+01   0.155608E+06   0.290726E+01
  1179   0.109801E+04   0.123429E+02  -0.358316E+01   0.155334E+06   0.305869E+01
  1180   0.109424E+04   0.124542E+02  -0.285079E+01   0.155060E+06   0.321216E+01
  1181   0.109048E+04   0.125685E+02  -0.213209E+01   0.154787E+06   0.336765E+01
  1182   0.108656E+04   0.126872E+02  -0.142736E+01   0.154514E+06   0.352512E+01
  1183   0.108263E+04   0.128097E+02  -0.736747E+00   0.154242E+06   0.368455E+01
  1184   0.107864E+04   0.129350E+02  -0.606594E-01   0.153971E+06   0.384591E+01
  1185   0.107464E+04   0.130656E+02   0.600823E+00   0.153701E+06   0.400918E+01
  1186   0.107056E+04   0.131991E+02   0.124726E+01   0.153431E+06   0.417434E+01
  1187   0.106648E+04   0.133363E+02   0.187851E+01   0.153161E+06   0.434136E+01
  1188   0.106232E+04   0.134765E+02   0.249422E+01   0.152893E+06   0.451021E+01
  1189   0.105809E+04   0.136205E+02   0.309444E+01   0.152625E+06   0.468086E+01
  1190   0.105385E+04   0.137674E+02   0.367873E+01   0.152357E+06   0.485330E+01
  1191   0.104954E+04   0.139180E+02   0.424717E+01   0.152090E+06   0.502750E+01
  1192   0.104522E+04   0.140717E+02   0.479929E+01   0.151824E+06   0.520342E+01
  1193   0.104083E+04   0.142284E+02   0.533509E+01   0.151559E+06   0.538106E+01
  1194   0.103643E+04   0.143880E+02   0.585451E+01   0.151294E+06   0.556037E+01
  1195   0.103203E+04   0.145507E+02   0.635724E+01   0.151029E+06   0.574133E+01
  1196   0.102748E+04   0.147172E+02   0.684282E+01   0.150766E+06   0.592393E+01
  1197   0.102300E+04   0.148852E+02   0.731156E+01   0.150502E+06   0.610813E+01
  1198   0.101844E+04   0.150563E+02   0.776203E+01   0.150240E+06   0.629391E+01
  1199   0.101388E+04   0.152296E+02   0.819646E+01   0.149978E+06   0.648124E+01
  1200   0.100924E+04   0.154060E+02   0.861330E+01   0.149717E+06   0.667009E+01
  1201   0.100466E+04   0.155839E+02   0.901178E+01   0.149456E+06   0.686042E+01
  1202   0.999941E+03   0.157657E+02   0.939338E+01   0.149196E+06   0.705205E+01
  1203   0.995288E+03   0.159490E+02   0.975659E+01   0.148936E+06   0.724478E+01
  1204   0.990556E+03   0.161347E+02   0.101021E+02   0.148677E+06   0.743840E+01
  1205   0.985821E+03   0.163212E+02   0.104292E+02   0.148419E+06   0.763270E+01
  1206   0.981081E+03   0.165107E+02   0.107386E+02   0.148161E+06   0.782750E+01
  1207   0.976412E+03   0.167019E+02   0.110287E+02   0.147904E+06   0.802258E+01
  1208   0.971664E+03   0.168954E+02   0.113019E+02   0.147648E+06   0.821775E+01
  1209   0.966839E+03   0.170897E+02   0.115565E+02   0.147392E+06   0.841280E+01
  1210   0.962083E+03   0.172857E+02   0.117918E+02   0.147137E+06   0.860752E+01
  1211   0.957249E+03   0.174840E+02   0.120086E+02   0.146882E+06   0.880172E+01
  1212   0.952485E+03   0.176831E+02   0.122074E+02   0.146628E+06   0.899518E+01
  1213   0.947643E+03   0.178831E+02   0.123885E+02   0.146374E+06   0.918772E+01
  1214   0.942870E+03   0.180855E+02   0.125501E+02   0.146121E+06   0.937913E+01
  1215   0.938094E+03   0.182880E+02   0.126931E+02   0.145869E+06   0.956920E+01
  1216   0.933314E+03   0.184922E+02   0.128174E+02   0.145617E+06   0.975773E+01
  1217   0.928380E+03   0.186972E+02   0.129237E+02   0.145365E+06   0.994451E+01
  1218   0.923592E+03   0.189039E+02   0.130106E+02   0.145115E+06   0.101294E+02
  1219   0.918724E+03   0.191099E+02   0.130802E+02   0.144865E+06   0.103121E+02
  1220   0.913927E+03   0.193169E+02   0.131302E+02   0.144615E+06   0.104924E+02
  1221   0.909126E+03   0.195240E+02   0.131623E+02   0.144366E+06   0.106702E+02
  1222   0.904320E+03   0.197328E+02   0.131747E+02   0.144118E+06   0.108452E+02
  1223   0.899510E+03   0.199417E+02   0.131706E+02   0.143870E+06   0.110173E+02
  1224   0.894696E+03   0.201493E+02   0.131461E+02   0.143622E+06   0.111862E+02
  1225   0.889951E+03   0.203586E+02   0.131035E+02   0.143376E+06   0.113518E+02
  1226   0.885203E+03   0.205673E+02   0.130434E+02   0.143130E+06   0.115138E+02
  1227   0.880524E+03   0.207762E+02   0.129644E+02   0.142884E+06   0.116720E+02
  1228   0.875767E+03   0.209853E+02   0.128680E+02   0.142639E+06   0.118263E+02
  1229   0.871080E+03   0.211938E+02   0.127525E+02   0.142394E+06   0.119763E+02
  1230   0.866240E+03   0.214017E+02   0.126203E+02   0.142150E+06   0.121220E+02
  1231   0.861544E+03   0.216099E+02   0.124698E+02   0.141907E+06   0.122631E+02
  1232   0.856843E+03   0.218168E+02   0.123026E+02   0.141664E+06   0.123995E+02
  1233   0.852287E+03   0.220246E+02   0.121162E+02   0.141422E+06   0.125308E+02
  1234   0.847652E+03   0.222304E+02   0.119137E+02   0.141180E+06   0.126570E+02
  1235   0.843310E+03   0.224364E+02   0.116937E+02   0.140939E+06   0.127778E+02
  1236   0.838815E+03   0.226403E+02   0.114567E+02   0.140698E+06   0.128930E+02
  1237   0.834315E+03   0.228438E+02   0.112020E+02   0.140458E+06   0.130023E+02
  1238   0.829885E+03   0.230467E+02   0.109304E+02   0.140219E+06   0.131057E+02
  1239   0.825451E+03   0.232477E+02   0.106418E+02   0.139980E+06   0.132029E+02
  1240   0.821012E+03   0.234481E+02   0.103377E+02   0.139741E+06   0.132937E+02
  1241   0.816717E+03   0.236465E+02   0.100166E+02   0.139503E+06   0.133779E+02
  1242   0.812344E+03   0.238452E+02   0.968072E+01   0.139266E+06   0.134552E+02
  1243   0.808040E+03   0.240404E+02   0.932679E+01   0.139029E+06   0.135256E+02
  1244   0.803806E+03   0.242358E+02   0.895860E+01   0.138792E+06   0.135887E+02
  1245   0.799642E+03   0.244292E+02   0.857449E+01   0.138556E+06   0.136444E+02
  1246   0.795473E+03   0.246200E+02   0.817615E+01   0.138321E+06   0.136925E+02
  1247   0.791299E+03   0.248095E+02   0.776200E+01   0.138086E+06   0.137328E+02
  1248   0.787195E+03   0.249970E+02   0.733269E+01   0.137852E+06   0.137651E+02
  1249   0.783161E+03   0.251841E+02   0.688908E+01   0.137618E+06   0.137891E+02
  1250   0.779196E+03   0.253677E+02   0.643100E+01   0.137385E+06   0.138047E+02
  1251   0.775227E+03   0.255486E+02   0.595858E+01   0.137152E+06   0.138117E+02
  1252   0.771402E+03   0.257290E+02   0.547202E+01   0.136920E+06   0.138105E+02
  1253   0.767498E+03   0.259060E+02   0.497198E+01   0.136688E+06   0.138014E+02
  1254   0.763664E+03   0.260802E+02   0.445851E+01   0.136457E+06   0.137847E+02
  1255   0.759900E+03   0.262533E+02   0.393174E+01   0.136227E+06   0.137608E+02
  1256   0.756280E+03   0.264229E+02   0.339227E+01   0.135996E+06   0.137301E+02
  1257   0.752656E+03   0.265905E+02   0.284013E+01   0.135767E+06   0.136929E+02
  1258   0.749027E+03   0.267547E+02   0.227571E+01   0.135538E+06   0.136496E+02
  1259   0.745469E+03   0.269169E+02   0.169927E+01   0.135309E+06   0.136005E+02
  1260   0.741981E+03   0.270756E+02   0.111116E+01   0.135081E+06   0.135461E+02
  1261   0.738564E+03   0.272324E+02   0.511582E+00   0.134853E+06   0.134866E+02
  1262   0.735217E+03   0.273864E+02  -0.989719E-01   0.134626E+06   0.134224E+02
  1263   0.731941E+03   0.275370E+02  -0.720516E+00   0.134399E+06   0.133539E+02
  1264   0.728660E+03   0.276848E+02  -0.135277E+01   0.134173E+06   0.132815E+02
  1265   0.725525E+03   0.278292E+02  -0.199523E+01   0.133948E+06   0.132054E+02
  1266   0.722386E+03   0.279709E+02  -0.264748E+01   0.133723E+06   0.131262E+02
  1267   0.719319E+03   0.281083E+02  -0.330952E+01   0.133498E+06   0.130440E+02
  1268   0.716329E+03   0.282445E+02  -0.398101E+01   0.133274E+06   0.129594E+02
  1269   0.713418E+03   0.283750E+02  -0.466114E+01   0.133050E+06   0.128726E+02
  1270   0.710548E+03   0.285027E+02  -0.535083E+01   0.132827E+06   0.127839E+02
  1271   0.707756E+03   0.286277E+02  -0.604846E+01   0.132604E+06   0.126939E+02
  1272   0.705014E+03   0.287493E+02  -0.675404E+01   0.132382E+06   0.126028E+02
  1273   0.702320E+03   0.288666E+02  -0.746760E+01   0.132160E+06   0.125109E+02
  1274   0.699705E+03   0.289797E+02  -0.818841E+01   0.131939E+06   0.124187E+02
  1275   0.697154E+03   0.290900E+02  -0.891575E+01   0.131718E+06   0.123265E+02
  1276   0.694660E+03   0.291969E+02  -0.965036E+01   0.131498E+06   0.122347E+02
  1277   0.692237E+03   0.293002E+02  -0.103908E+02   0.131278E+06   0.121436E+02
  1278   0.689879E+03   0.293993E+02  -0.111378E+02   0.131059E+06   0.120536E+02
  1279   0.687592E+03   0.294942E+02  -0.118899E+02   0.130840E+06   0.119650E+02
  1280   0.685377E+03   0.295864E+02  -0.126487E+02   0.130622E+06   0.118782E+02
  1281   0.683226E+03   0.296743E+02  -0.134111E+02   0.130404E+06   0.117936E+02
  1282   0.681147E+03   0.297579E+02  -0.141786E+02   0.130186E+06   0.117115E+02
  1283   0.679133E+03   0.298381E+02  -0.149506E+02   0.129969E+06   0.116323E+02
  1284   0.677191E+03   0.299140E+02  -0.157271E+02   0.129753E+06   0.115563E+02
  1285   0.675306E+03   0.299864E+02  -0.165065E+02   0.129537E+06   0.114840E+02
  1286   0.673493E+03   0.300538E+02  -0.172897E+02   0.129321E+06   0.114155E+02
  1287   0.671753E+03   0.301177E+02  -0.180752E+02   0.129106E+06   0.113515E+02
  1288   0.670085E+03   0.301773E+02  -0.188645E+02   0.128892E+06   0.112921E+02
  1289   0.668482E+03   0.302335E+02  -0.196546E+02   0.128678E+06   0.112377E+02
  1290   0.666944E+03   0.302846E+02  -0.204477E+02   0.128464E+06   0.111888E+02
  1291   0.665478E+03   0.303322E+02  -0.212425E+02   0.128251E+06   0.111456E+02
  1292   0.664078E+03   0.303741E+02  -0.220389E+02   0.128038E+06   0.111085E+02
  1293   0.662743E+03   0.304140E+02  -0.228370E+02   0.127825E+06   0.110779E+02
  1294   0.661488E+03   0.304488E+02  -0.236330E+02   0.127614E+06   0.110541E+02
  1295   0.660291E+03   0.304794E+02  -0.244314E+02   0.127402E+06   0.110376E+02
  1296   0.659160E+03   0.305064E+02  -0.252279E+02   0.127191E+06   0.110286E+02
  1297   0.658102E+03   0.305292E+02  -0.260253E+02   0.126981E+06   0.110275E+02
  1298   0.657109E+03   0.305477E+02  -0.268214E+02   0.126770E+06   0.110348E+02
  1299   0.656175E+03   0.305620E+02  -0.276171E+02   0.126561E+06   0.110506E+02
  1300   0.655321E+03   0.305712E+02  -0.284108E+02   0.126352E+06   0.110755E+02
  1301   0.654534E+03   0.305776E+02  -0.292026E+02   0.126143E+06   0.111095E+02
  1302   0.653804E+03   0.305790E+02  -0.299918E+02   0.125935E+06   0.111526E+02
  1303   0.653141E+03   0.305761E+02  -0.307797E+02   0.125727E+06   0.112042E+02
  1304   0.652544E+03   0.305697E+02  -0.315643E+02   0.125519E+06   0.112639E+02
  1305   0.652013E+03   0.305582E+02  -0.323469E+02   0.125312E+06   0.113314E+02
  1306   0.651534E+03   0.305440E+02  -0.331246E+02   0.125106E+06   0.114061E+02
  1307   0.651136E+03   0.305246E+02  -0.338981E+02   0.124900E+06   0.114878E+02
  1308   0.650796E+03   0.305010E+02  -0.346696E+02   0.124694E+06   0.115760E+02
  1309   0.650509E+03   0.304723E+02  -0.354348E+02   0.124489E+06   0.116704E+02
  1310   0.650296E+03   0.304408E+02  -0.361965E+02   0.124284E+06   0.117704E+02
  1311   0.650134E+03   0.304049E+02  -0.369526E+02   0.124079E+06   0.118757E+02
  1312   0.650062E+03   0.303655E+02  -0.377030E+02   0.123875E+06   0.119858E+02
  1313   0.650027E+03   0.303210E+02  -0.384484E+02   0.123672E+06   0.121005E+02
  1314   0.650059E+03   0.302729E+02  -0.391867E+02   0.123469E+06   0.122192E+02
  1315   0.650143E+03   0.302211E+02  -0.399194E+02   0.123266E+06   0.123416E+02
  1316   0.650295E+03   0.301643E+02  -0.406448E+02   0.123064E+06   0.124672E+02
  1317   0.650506E+03   0.301054E+02  -0.413639E+02   0.122862E+06   0.125956E+02
  1318   0.650762E+03   0.300406E+02  -0.420750E+02   0.122661E+06   0.127265E+02
  1319   0.651078E+03   0.299722E+02  -0.427796E+02   0.122460E+06   0.128595E+02
  1320   0.651447E+03   0.299002E+02  -0.434757E+02   0.122259E+06   0.129940E+02
  1321   0.651869E+03   0.298253E+02  -0.441645E+02   0.122059E+06   0.131298E+02
  1322   0.652351E+03   0.297445E+02  -0.448439E+02   0.121859E+06   0.132664E+02
  1323   0.652886E+03   0.296608E+02  -0.455147E+02   0.121660E+06   0.134033E+02
  1324   0.653474E+03   0.295735E+02  -0.461775E+02   0.121461E+06   0.135403E+02
  1325   0.654108E+03   0.294826E+02  -0.468301E+02   0.121262E+06   0.136769E+02
  1326   0.654802E+03   0.293879E+02  -0.474741E+02   0.121064E+06   0.138126E+02
  1327   0.655528E+03   0.292904E+02  -0.481086E+02   0.120866E+06   0.139471E+02
  1328   0.656321E+03   0.291892E+02  -0.487315E+02   0.120669E+06   0.140800E+02
  1329   0.657154E+03   0.290836E+02  -0.493457E+02   0.120472E+06   0.142108E+02
  1330   0.658032E+03   0.289743E+02  -0.499490E+02   0.120276E+06   0.143392E+02
  1331   0.658964E+03   0.288620E+02  -0.505413E+02   0.120080E+06   0.144647E+02
  1332   0.659928E+03   0.287461E+02  -0.511235E+02   0.119884E+06   0.145869E+02
  1333   0.660945E+03   0.286265E+02  -0.516933E+02   0.119689E+06   0.147055E+02
  1334   0.662001E+03   0.285047E+02  -0.522528E+02   0.119494E+06   0.148200E+02
  1335   0.663097E+03   0.283784E+02  -0.528007E+02   0.119300E+06   0.149300E+02
  1336   0.664239E+03   0.282500E+02  -0.533354E+02   0.119105E+06   0.150351E+02
  1337   0.665420E+03   0.281170E+02  -0.538592E+02   0.118912E+06   0.151350E+02
  1338   0.666634E+03   0.279819E+02  -0.543706E+02   0.118719E+06   0.152291E+02
  1339   0.667894E+03   0.278430E+02  -0.548702E+02   0.118526E+06   0.153171E+02
  1340   0.669187E+03   0.277019E+02  -0.553582E+02   0.118333E+06   0.153985E+02
  1341   0.670511E+03   0.275585E+02  -0.558322E+02   0.118141E+06   0.154731E+02
  1342   0.671869E+03   0.274114E+02  -0.562938E+02   0.117949E+06   0.155403E+02
  1343   0.673266E+03   0.272614E+02  -0.567423E+02   0.117758E+06   0.155997E+02
  1344   0.674695E+03   0.271083E+02  -0.571775E+02   0.117567E+06   0.156510E+02
  1345   0.676142E+03   0.269537E+02  -0.575988E+02   0.117377E+06   0.156937E+02
  1346   0.677629E+03   0.267953E+02  -0.580084E+02   0.117187E+06   0.157275E+02
  1347   0.679150E+03   0.266347E+02  -0.584033E+02   0.116997E+06   0.157519E+02
  1348   0.680688E+03   0.264718E+02  -0.587843E+02   0.116807E+06   0.157665E+02
  1349   0.682266E+03   0.263051E+02  -0.591513E+02   0.116618E+06   0.157710E+02
  1350   0.683855E+03   0.261376E+02  -0.595043E+02   0.116430E+06   0.157648E+02
  1351   0.685477E+03   0.259671E+02  -0.598435E+02   0.116242E+06   0.157478E+02
  1352   0.687111E+03   0.257943E+02  -0.601679E+02   0.116054E+06   0.157205E+02
  1353   0.688777E+03   0.256207E+02  -0.604783E+02   0.115866E+06   0.156837E+02
  1354   0.690454E+03   0.254440E+02  -0.607747E+02   0.115679E+06   0.156380E+02
  1355   0.692164E+03   0.252651E+02  -0.610563E+02   0.115493E+06   0.155842E+02
  1356   0.693893E+03   0.250853E+02  -0.613247E+02   0.115306E+06   0.155230E+02
  1357   0.695633E+03   0.249024E+02  -0.615767E+02   0.115120E+06   0.154551E+02
  1358   0.697376E+03   0.247180E+02  -0.618125E+02   0.114935E+06   0.153812E+02
  1359   0.699137E+03   0.245320E+02  -0.620356E+02   0.114749E+06   0.153021E+02
  1360   0.700895E+03   0.243459E+02  -0.622424E+02   0.114565E+06   0.152184E+02
  1361   0.702686E+03   0.241560E+02  -0.624350E+02   0.114380E+06   0.151310E+02
  1362   0.704466E+03   0.239653E+02  -0.626113E+02   0.114196E+06   0.150404E+02
  1363   0.706264E+03   0.237730E+02  -0.627748E+02   0.114012E+06   0.149475E+02
  1364   0.708043E+03   0.235798E+02  -0.629213E+02   0.113829E+06   0.148529E+02
  1365   0.709915E+03   0.233851E+02  -0.630520E+02   0.113646E+06   0.147573E+02
  1366   0.711717E+03   0.231887E+02  -0.631692E+02   0.113463E+06   0.146616E+02
  1367   0.713522E+03   0.229907E+02  -0.632707E+02   0.113281E+06   0.145664E+02
  1368   0.715405E+03   0.227934E+02  -0.633564E+02   0.113099E+06   0.144724E+02
  1369   0.717217E+03   0.225937E+02  -0.634264E+02   0.112917E+06   0.143803E+02
  1370   0.719033E+03   0.223939E+02  -0.634821E+02   0.112736E+06   0.142909E+02
  1371   0.720853E+03   0.221932E+02  -0.635220E+02   0.112555E+06   0.142048E+02
  1372   0.722677E+03   0.219917E+02  -0.635468E+02   0.112375E+06   0.141229E+02
  1373   0.724504E+03   0.217900E+02  -0.635564E+02   0.112195E+06   0.140458E+02
  1374   0.726335E+03   0.215874E+02  -0.635503E+02   0.112015E+06   0.139742E+02
  1375   0.728170E+03   0.213839E+02  -0.635297E+02   0.111836E+06   0.139089E+02
  1376   0.730008E+03   0.211803E+02  -0.634932E+02   0.111656E+06   0.138505E+02
  1377   0.731851E+03   0.209773E+02  -0.634423E+02   0.111478E+06   0.137999E+02
  1378   0.733697E+03   0.207720E+02  -0.633762E+02   0.111299E+06   0.137576E+02
  1379   0.735473E+03   0.205687E+02  -0.632949E+02   0.111121E+06   0.137245E+02
  1380   0.737252E+03   0.203630E+02  -0.631991E+02   0.110944E+06   0.137013E+02
  1381   0.739036E+03   0.201586E+02  -0.630873E+02   0.110766E+06   0.136886E+02
  1382   0.740675E+03   0.199541E+02  -0.629603E+02   0.110589E+06   0.136872E+02
  1383   0.742466E+03   0.197494E+02  -0.628194E+02   0.110413E+06   0.136978E+02
  1384   0.744112E+03   0.195453E+02  -0.626633E+02   0.110237E+06   0.137212E+02
  1385   0.745763E+03   0.193410E+02  -0.624926E+02   0.110061E+06   0.137580E+02
  1386   0.747417E+03   0.191372E+02  -0.623072E+02   0.109885E+06   0.138089E+02
  1387   0.749001E+03   0.189341E+02  -0.621073E+02   0.109710E+06   0.138748E+02
  1388   0.750738E+03   0.187307E+02  -0.618934E+02   0.109535E+06   0.139562E+02
  1389   0.752330E+03   0.185279E+02  -0.616642E+02   0.109360E+06   0.140540E+02
  1390   0.753851E+03   0.183264E+02  -0.614225E+02   0.109186E+06   0.141688E+02
  1391   0.755451E+03   0.181255E+02  -0.611661E+02   0.109012E+06   0.143014E+02
  1392   0.756981E+03   0.179251E+02  -0.608958E+02   0.108839E+06   0.144525E+02
  1393   0.758515E+03   0.177260E+02  -0.606115E+02   0.108666E+06   0.146228E+02
  1394   0.759978E+03   0.175274E+02  -0.603146E+02   0.108493E+06   0.148130E+02
  1395   0.761446E+03   0.173294E+02  -0.600030E+02   0.108320E+06   0.150238E+02
  1396   0.762917E+03   0.171334E+02  -0.596796E+02   0.108148E+06   0.152560E+02
  1397   0.764319E+03   0.169379E+02  -0.593422E+02   0.107976E+06   0.155103E+02
  1398   0.765650E+03   0.167429E+02  -0.589914E+02   0.107805E+06   0.157873E+02
  1399   0.766986E+03   0.165507E+02  -0.586279E+02   0.107633E+06   0.160879E+02
  1400   0.768325E+03   0.163591E+02  -0.582519E+02   0.107463E+06   0.164127E+02
  1401   0.769595E+03   0.161679E+02  -0.578632E+02   0.107292E+06   0.167623E+02
  1402   0.770868E+03   0.159795E+02  -0.574626E+02   0.107122E+06   0.171360E+02
  1403   0.772071E+03   0.157924E+02  -0.570493E+02   0.106952E+06   0.175332E+02
  1404   0.773204E+03   0.156072E+02  -0.566241E+02   0.106782E+06   0.179532E+02
  1405   0.774415E+03   0.154226E+02  -0.561869E+02   0.106613E+06   0.183951E+02
  1406   0.775482E+03   0.152408E+02  -0.557391E+02   0.106444E+06   0.188583E+02
  1407   0.776478E+03   0.150602E+02  -0.552794E+02   0.106276E+06   0.193420E+02
  1408   0.777626E+03   0.148808E+02  -0.548085E+02   0.106107E+06   0.198455E+02
  1409   0.778556E+03   0.147043E+02  -0.543262E+02   0.105939E+06   0.203681E+02
  1410   0.779563E+03   0.145290E+02  -0.538341E+02   0.105772E+06   0.209089E+02
  1411   0.780499E+03   0.143557E+02  -0.533307E+02   0.105605E+06   0.214673E+02
  1412   0.781365E+03   0.141852E+02  -0.528167E+02   0.105438E+06   0.220425E+02
