#    L    TT             EE             BB             TE             PP             TP             EP          
  1024   0.953296E+03   0.387973E+02   0.000000E+00  -0.518233E+02   0.444034E-08   0.120506E-05   0.600702E-06
  1025   0.954043E+03   0.386181E+02   0.000000E+00  -0.529335E+02   0.443176E-08   0.117803E-05   0.598730E-06
  1026   0.955162E+03   0.384330E+02   0.000000E+00  -0.540280E+02   0.442321E-08   0.115129E-05   0.596707E-06
  1027   0.956133E+03   0.382450E+02   0.000000E+00  -0.551045E+02   0.441468E-08   0.112483E-05   0.594632E-06
  1028   0.957178E+03   0.380518E+02   0.000000E+00  -0.561614E+02   0.440616E-08   0.109867E-05   0.592506E-06
  1029   0.958374E+03   0.378535E+02   0.000000E+00  -0.572011E+02   0.439767E-08   0.107279E-05   0.590329E-06
  1030   0.959645E+03   0.376515E+02   0.000000E+00  -0.582212E+02   0.438920E-08   0.104720E-05   0.588102E-06
  1031   0.960843E+03   0.374450E+02   0.000000E+00  -0.592203E+02   0.438075E-08   0.102190E-05   0.585825E-06
  1032   0.962339E+03   0.372327E+02   0.000000E+00  -0.602036E+02   0.437233E-08   0.996886E-06   0.583497E-06
  1033   0.963837E+03   0.370174E+02   0.000000E+00  -0.611658E+02   0.436392E-08   0.972165E-06   0.581120E-06
  1034   0.965560E+03   0.367991E+02   0.000000E+00  -0.621070E+02   0.435554E-08   0.947735E-06   0.578694E-06
  1035   0.967284E+03   0.365757E+02   0.000000E+00  -0.630287E+02   0.434717E-08   0.923596E-06   0.576218E-06
  1036   0.969085E+03   0.363478E+02   0.000000E+00  -0.639301E+02   0.433883E-08   0.899749E-06   0.573693E-06
  1037   0.970962E+03   0.361169E+02   0.000000E+00  -0.648105E+02   0.433050E-08   0.876195E-06   0.571119E-06
  1038   0.972990E+03   0.358830E+02   0.000000E+00  -0.656698E+02   0.432220E-08   0.852934E-06   0.568497E-06
  1039   0.975095E+03   0.356446E+02   0.000000E+00  -0.665044E+02   0.431392E-08   0.829967E-06   0.565828E-06
  1040   0.977128E+03   0.354025E+02   0.000000E+00  -0.673194E+02   0.430566E-08   0.807294E-06   0.563110E-06
  1041   0.979386E+03   0.351582E+02   0.000000E+00  -0.681096E+02   0.429742E-08   0.784916E-06   0.560344E-06
  1042   0.981648E+03   0.349093E+02   0.000000E+00  -0.688795E+02   0.428920E-08   0.762833E-06   0.557532E-06
  1043   0.983987E+03   0.346574E+02   0.000000E+00  -0.696247E+02   0.428100E-08   0.741047E-06   0.554672E-06
  1044   0.986477E+03   0.344017E+02   0.000000E+00  -0.703488E+02   0.427282E-08   0.719557E-06   0.551766E-06
  1045   0.988896E+03   0.341453E+02   0.000000E+00  -0.710518E+02   0.426466E-08   0.698364E-06   0.548813E-06
  1046   0.991468E+03   0.338843E+02   0.000000E+00  -0.717263E+02   0.425652E-08   0.677469E-06   0.545814E-06
  1047   0.994117E+03   0.336202E+02   0.000000E+00  -0.723872E+02   0.424840E-08   0.656872E-06   0.542769E-06
  1048   0.996696E+03   0.333539E+02   0.000000E+00  -0.730196E+02   0.424030E-08   0.636575E-06   0.539679E-06
  1049   0.999427E+03   0.330852E+02   0.000000E+00  -0.736235E+02   0.423222E-08   0.616577E-06   0.536543E-06
  1050   0.100216E+04   0.328134E+02   0.000000E+00  -0.742062E+02   0.422416E-08   0.596879E-06   0.533362E-06
  1051   0.100498E+04   0.325394E+02   0.000000E+00  -0.747679E+02   0.421613E-08   0.577481E-06   0.530136E-06
  1052   0.100787E+04   0.322629E+02   0.000000E+00  -0.753011E+02   0.420811E-08   0.558383E-06   0.526866E-06
  1053   0.101069E+04   0.319842E+02   0.000000E+00  -0.758131E+02   0.420011E-08   0.539584E-06   0.523552E-06
  1054   0.101359E+04   0.317038E+02   0.000000E+00  -0.763040E+02   0.419213E-08   0.521083E-06   0.520196E-06
  1055   0.101649E+04   0.314219E+02   0.000000E+00  -0.767662E+02   0.418417E-08   0.502879E-06   0.516797E-06
  1056   0.101948E+04   0.311376E+02   0.000000E+00  -0.772073E+02   0.417623E-08   0.484972E-06   0.513357E-06
  1057   0.102254E+04   0.308516E+02   0.000000E+00  -0.776196E+02   0.416831E-08   0.467359E-06   0.509876E-06
  1058   0.102575E+04   0.305648E+02   0.000000E+00  -0.780107E+02   0.416041E-08   0.450041E-06   0.506354E-06
  1059   0.102890E+04   0.302757E+02   0.000000E+00  -0.783731E+02   0.415253E-08   0.433017E-06   0.502793E-06
  1060   0.103205E+04   0.299849E+02   0.000000E+00  -0.787141E+02   0.414466E-08   0.416285E-06   0.499193E-06
  1061   0.103520E+04   0.296939E+02   0.000000E+00  -0.790264E+02   0.413682E-08   0.399845E-06   0.495554E-06
  1062   0.103843E+04   0.294013E+02   0.000000E+00  -0.793173E+02   0.412900E-08   0.383696E-06   0.491878E-06
  1063   0.104152E+04   0.291079E+02   0.000000E+00  -0.795793E+02   0.412119E-08   0.367837E-06   0.488165E-06
  1064   0.104476E+04   0.288135E+02   0.000000E+00  -0.798274E+02   0.411341E-08   0.352267E-06   0.484415E-06
  1065   0.104801E+04   0.285175E+02   0.000000E+00  -0.800466E+02   0.410564E-08   0.336985E-06   0.480629E-06
  1066   0.105119E+04   0.282213E+02   0.000000E+00  -0.802369E+02   0.409790E-08   0.321991E-06   0.476809E-06
  1067   0.105452E+04   0.279249E+02   0.000000E+00  -0.803983E+02   0.409017E-08   0.307282E-06   0.472953E-06
  1068   0.105777E+04   0.276277E+02   0.000000E+00  -0.805381E+02   0.408246E-08   0.292860E-06   0.469064E-06
  1069   0.106104E+04   0.273310E+02   0.000000E+00  -0.806638E+02   0.407477E-08   0.278722E-06   0.465142E-06
  1070   0.106438E+04   0.270326E+02   0.000000E+00  -0.807605E+02   0.406710E-08   0.264868E-06   0.461187E-06
  1071   0.106758E+04   0.267355E+02   0.000000E+00  -0.808282E+02   0.405945E-08   0.251296E-06   0.457200E-06
  1072   0.107086E+04   0.264375E+02   0.000000E+00  -0.808668E+02   0.405182E-08   0.238007E-06   0.453182E-06
  1073   0.107422E+04   0.261401E+02   0.000000E+00  -0.808837E+02   0.404421E-08   0.224998E-06   0.449133E-06
  1074   0.107743E+04   0.258432E+02   0.000000E+00  -0.808790E+02   0.403661E-08   0.212270E-06   0.445054E-06
  1075   0.108072E+04   0.255453E+02   0.000000E+00  -0.808525E+02   0.402904E-08   0.199821E-06   0.440946E-06
  1076   0.108395E+04   0.252487E+02   0.000000E+00  -0.807969E+02   0.402148E-08   0.187651E-06   0.436809E-06
  1077   0.108725E+04   0.249527E+02   0.000000E+00  -0.807269E+02   0.401394E-08   0.175758E-06   0.432644E-06
  1078   0.109041E+04   0.246579E+02   0.000000E+00  -0.806129E+02   0.400642E-08   0.164142E-06   0.428452E-06
  1079   0.109357E+04   0.243629E+02   0.000000E+00  -0.804919E+02   0.399892E-08   0.152801E-06   0.424233E-06
  1080   0.109681E+04   0.240684E+02   0.000000E+00  -0.803491E+02   0.399143E-08   0.141735E-06   0.419988E-06
  1081   0.109991E+04   0.237767E+02   0.000000E+00  -0.801770E+02   0.398397E-08   0.130944E-06   0.415717E-06
  1082   0.110302E+04   0.234855E+02   0.000000E+00  -0.799830E+02   0.397652E-08   0.120425E-06   0.411421E-06
  1083   0.110613E+04   0.231948E+02   0.000000E+00  -0.797671E+02   0.396909E-08   0.110178E-06   0.407102E-06
  1084   0.110924E+04   0.229061E+02   0.000000E+00  -0.795292E+02   0.396168E-08   0.100203E-06   0.402758E-06
  1085   0.111229E+04   0.226186E+02   0.000000E+00  -0.792619E+02   0.395429E-08   0.904981E-07   0.398392E-06
  1086   0.111534E+04   0.223331E+02   0.000000E+00  -0.789875E+02   0.394692E-08   0.810627E-07   0.394004E-06
  1087   0.111832E+04   0.220496E+02   0.000000E+00  -0.786688E+02   0.393956E-08   0.718959E-07   0.389594E-06
  1088   0.112123E+04   0.217658E+02   0.000000E+00  -0.783429E+02   0.393222E-08   0.629969E-07   0.385163E-06
  1089   0.112414E+04   0.214855E+02   0.000000E+00  -0.779875E+02   0.392490E-08   0.543646E-07   0.380711E-06
  1090   0.112699E+04   0.212071E+02   0.000000E+00  -0.776248E+02   0.391760E-08   0.459983E-07   0.376240E-06
  1091   0.112985E+04   0.209300E+02   0.000000E+00  -0.772252E+02   0.391032E-08   0.378971E-07   0.371750E-06
  1092   0.113270E+04   0.206548E+02   0.000000E+00  -0.768108E+02   0.390305E-08   0.300600E-07   0.367242E-06
  1093   0.113542E+04   0.203831E+02   0.000000E+00  -0.763743E+02   0.389580E-08   0.224862E-07   0.362716E-06
  1094   0.113799E+04   0.201125E+02   0.000000E+00  -0.759229E+02   0.388857E-08   0.151748E-07   0.358172E-06
  1095   0.114072E+04   0.198462E+02   0.000000E+00  -0.754568E+02   0.388136E-08   0.812485E-08   0.353612E-06
  1096   0.114330E+04   0.195803E+02   0.000000E+00  -0.749610E+02   0.387416E-08   0.133551E-08   0.349037E-06
  1097   0.114581E+04   0.193178E+02   0.000000E+00  -0.744429E+02   0.386699E-08  -0.519411E-08   0.344446E-06
  1098   0.114833E+04   0.190587E+02   0.000000E+00  -0.739099E+02   0.385983E-08  -0.114649E-07   0.339841E-06
  1099   0.115078E+04   0.188023E+02   0.000000E+00  -0.733621E+02   0.385268E-08  -0.174778E-07   0.335222E-06
  1100   0.115316E+04   0.185493E+02   0.000000E+00  -0.727918E+02   0.384556E-08  -0.232336E-07   0.330589E-06
  1101   0.115548E+04   0.182983E+02   0.000000E+00  -0.722044E+02   0.383845E-08  -0.287335E-07   0.325944E-06
  1102   0.115787E+04   0.180506E+02   0.000000E+00  -0.715975E+02   0.383136E-08  -0.339790E-07   0.321287E-06
  1103   0.116004E+04   0.178063E+02   0.000000E+00  -0.709742E+02   0.382428E-08  -0.389722E-07   0.316618E-06
  1104   0.116222E+04   0.175662E+02   0.000000E+00  -0.703329E+02   0.381723E-08  -0.437149E-07   0.311939E-06
  1105   0.116426E+04   0.173288E+02   0.000000E+00  -0.696757E+02   0.381019E-08  -0.482089E-07   0.307248E-06
  1106   0.116630E+04   0.170941E+02   0.000000E+00  -0.690013E+02   0.380317E-08  -0.524562E-07   0.302548E-06
  1107   0.116827E+04   0.168635E+02   0.000000E+00  -0.683111E+02   0.379616E-08  -0.564585E-07   0.297838E-06
  1108   0.117018E+04   0.166355E+02   0.000000E+00  -0.676057E+02   0.378917E-08  -0.602179E-07   0.293119E-06
  1109   0.117194E+04   0.164096E+02   0.000000E+00  -0.668845E+02   0.378220E-08  -0.637361E-07   0.288391E-06
  1110   0.117370E+04   0.161900E+02   0.000000E+00  -0.661489E+02   0.377525E-08  -0.670151E-07   0.283656E-06
  1111   0.117532E+04   0.159738E+02   0.000000E+00  -0.653981E+02   0.376831E-08  -0.700566E-07   0.278913E-06
  1112   0.117702E+04   0.157611E+02   0.000000E+00  -0.646344E+02   0.376139E-08  -0.728627E-07   0.274162E-06
  1113   0.117850E+04   0.155533E+02   0.000000E+00  -0.638554E+02   0.375449E-08  -0.754352E-07   0.269406E-06
  1114   0.117991E+04   0.153481E+02   0.000000E+00  -0.630642E+02   0.374760E-08  -0.777759E-07   0.264643E-06
  1115   0.118133E+04   0.151479E+02   0.000000E+00  -0.622607E+02   0.374073E-08  -0.798867E-07   0.259875E-06
  1116   0.118267E+04   0.149519E+02   0.000000E+00  -0.614441E+02   0.373388E-08  -0.817696E-07   0.255101E-06
  1117   0.118387E+04   0.147600E+02   0.000000E+00  -0.606160E+02   0.372704E-08  -0.834263E-07   0.250323E-06
  1118   0.118500E+04   0.145731E+02   0.000000E+00  -0.597748E+02   0.372022E-08  -0.848588E-07   0.245541E-06
  1119   0.118614E+04   0.143896E+02   0.000000E+00  -0.589235E+02   0.371342E-08  -0.860689E-07   0.240756E-06
  1120   0.118713E+04   0.142110E+02   0.000000E+00  -0.580613E+02   0.370663E-08  -0.870585E-07   0.235968E-06
  1121   0.118805E+04   0.140367E+02   0.000000E+00  -0.571874E+02   0.369986E-08  -0.878296E-07   0.231177E-06
  1122   0.118889E+04   0.138665E+02   0.000000E+00  -0.563048E+02   0.369311E-08  -0.883838E-07   0.226384E-06
  1123   0.118960E+04   0.137020E+02   0.000000E+00  -0.554127E+02   0.368637E-08  -0.887233E-07   0.221590E-06
  1124   0.119031E+04   0.135409E+02   0.000000E+00  -0.545111E+02   0.367965E-08  -0.888497E-07   0.216794E-06
  1125   0.119087E+04   0.133848E+02   0.000000E+00  -0.536000E+02   0.367294E-08  -0.887651E-07   0.211998E-06
  1126   0.119136E+04   0.132336E+02   0.000000E+00  -0.526816E+02   0.366625E-08  -0.884712E-07   0.207202E-06
  1127   0.119178E+04   0.130867E+02   0.000000E+00  -0.517551E+02   0.365958E-08  -0.879700E-07   0.202407E-06
  1128   0.119213E+04   0.129454E+02   0.000000E+00  -0.508220E+02   0.365292E-08  -0.872633E-07   0.197613E-06
  1129   0.119241E+04   0.128091E+02   0.000000E+00  -0.498808E+02   0.364628E-08  -0.863530E-07   0.192820E-06
  1130   0.119247E+04   0.126769E+02   0.000000E+00  -0.489337E+02   0.363966E-08  -0.852410E-07   0.188029E-06
  1131   0.119260E+04   0.125497E+02   0.000000E+00  -0.479814E+02   0.363305E-08  -0.839292E-07   0.183241E-06
  1132   0.119259E+04   0.124275E+02   0.000000E+00  -0.470224E+02   0.362646E-08  -0.824194E-07   0.178456E-06
  1133   0.119244E+04   0.123110E+02   0.000000E+00  -0.460590E+02   0.361988E-08  -0.807135E-07   0.173674E-06
  1134   0.119228E+04   0.121987E+02   0.000000E+00  -0.450902E+02   0.361332E-08  -0.788134E-07   0.168897E-06
  1135   0.119199E+04   0.120913E+02   0.000000E+00  -0.441170E+02   0.360677E-08  -0.767209E-07   0.164124E-06
  1136   0.119161E+04   0.119897E+02   0.000000E+00  -0.431414E+02   0.360024E-08  -0.744380E-07   0.159356E-06
  1137   0.119117E+04   0.118922E+02   0.000000E+00  -0.421605E+02   0.359373E-08  -0.719665E-07   0.154594E-06
  1138   0.119066E+04   0.118012E+02   0.000000E+00  -0.411781E+02   0.358723E-08  -0.693084E-07   0.149837E-06
  1139   0.119007E+04   0.117137E+02   0.000000E+00  -0.401917E+02   0.358075E-08  -0.664653E-07   0.145088E-06
  1140   0.118934E+04   0.116327E+02   0.000000E+00  -0.392044E+02   0.357428E-08  -0.634394E-07   0.140345E-06
  1141   0.118853E+04   0.115551E+02   0.000000E+00  -0.382147E+02   0.356783E-08  -0.602323E-07   0.135610E-06
  1142   0.118766E+04   0.114840E+02   0.000000E+00  -0.372241E+02   0.356139E-08  -0.568461E-07   0.130883E-06
  1143   0.118671E+04   0.114172E+02   0.000000E+00  -0.362332E+02   0.355497E-08  -0.532826E-07   0.126165E-06
  1144   0.118554E+04   0.113553E+02   0.000000E+00  -0.352420E+02   0.354857E-08  -0.495436E-07   0.121455E-06
  1145   0.118444E+04   0.112998E+02   0.000000E+00  -0.342506E+02   0.354218E-08  -0.456310E-07   0.116756E-06
  1146   0.118320E+04   0.112487E+02   0.000000E+00  -0.332596E+02   0.353580E-08  -0.415467E-07   0.112066E-06
  1147   0.118189E+04   0.112032E+02   0.000000E+00  -0.322698E+02   0.352944E-08  -0.372927E-07   0.107387E-06
  1148   0.118043E+04   0.111620E+02   0.000000E+00  -0.312811E+02   0.352310E-08  -0.328707E-07   0.102719E-06
  1149   0.117897E+04   0.111265E+02   0.000000E+00  -0.302951E+02   0.351677E-08  -0.282826E-07   0.980632E-07
  1150   0.117736E+04   0.110960E+02   0.000000E+00  -0.293108E+02   0.351045E-08  -0.235303E-07   0.934191E-07
  1151   0.117576E+04   0.110705E+02   0.000000E+00  -0.283292E+02   0.350416E-08  -0.186157E-07   0.887876E-07
  1152   0.117393E+04   0.110499E+02   0.000000E+00  -0.273509E+02   0.349787E-08  -0.135403E-07   0.841688E-07
  1153   0.117218E+04   0.110352E+02   0.000000E+00  -0.263766E+02   0.349160E-08  -0.830551E-08   0.795630E-07
  1154   0.117028E+04   0.110254E+02   0.000000E+00  -0.254049E+02   0.348535E-08  -0.291290E-08   0.749702E-07
  1155   0.116831E+04   0.110207E+02   0.000000E+00  -0.244380E+02   0.347911E-08   0.263604E-08   0.703906E-07
  1156   0.116619E+04   0.110202E+02   0.000000E+00  -0.234767E+02   0.347289E-08   0.833985E-08   0.658244E-07
  1157   0.116400E+04   0.110248E+02   0.000000E+00  -0.225195E+02   0.346668E-08   0.141970E-07   0.612717E-07
  1158   0.116180E+04   0.110351E+02   0.000000E+00  -0.215685E+02   0.346048E-08   0.202060E-07   0.567326E-07
  1159   0.115954E+04   0.110497E+02   0.000000E+00  -0.206231E+02   0.345430E-08   0.263655E-07   0.522073E-07
  1160   0.115705E+04   0.110701E+02   0.000000E+00  -0.196856E+02   0.344814E-08   0.326738E-07   0.476959E-07
  1161   0.115463E+04   0.110948E+02   0.000000E+00  -0.187536E+02   0.344198E-08   0.391295E-07   0.431986E-07
  1162   0.115207E+04   0.111246E+02   0.000000E+00  -0.178294E+02   0.343585E-08   0.457311E-07   0.387155E-07
  1163   0.114943E+04   0.111594E+02   0.000000E+00  -0.169130E+02   0.342973E-08   0.524772E-07   0.342468E-07
  1164   0.114679E+04   0.111993E+02   0.000000E+00  -0.160044E+02   0.342362E-08   0.593661E-07   0.297926E-07
  1165   0.114401E+04   0.112436E+02   0.000000E+00  -0.151037E+02   0.341753E-08   0.663965E-07   0.253530E-07
  1166   0.114107E+04   0.112929E+02   0.000000E+00  -0.142123E+02   0.341145E-08   0.735669E-07   0.209282E-07
  1167   0.113821E+04   0.113465E+02   0.000000E+00  -0.133301E+02   0.340539E-08   0.808757E-07   0.165184E-07
  1168   0.113520E+04   0.114053E+02   0.000000E+00  -0.124566E+02   0.339934E-08   0.883215E-07   0.121237E-07
  1169   0.113219E+04   0.114683E+02   0.000000E+00  -0.115946E+02   0.339330E-08   0.959027E-07   0.774418E-08
  1170   0.112910E+04   0.115358E+02   0.000000E+00  -0.107412E+02   0.338728E-08   0.103618E-06   0.338005E-08
  1171   0.112587E+04   0.116083E+02   0.000000E+00  -0.989929E+01   0.338127E-08   0.111466E-06  -0.968556E-09
  1172   0.112263E+04   0.116853E+02   0.000000E+00  -0.906823E+01   0.337528E-08   0.119444E-06  -0.530150E-08
  1173   0.111932E+04   0.117666E+02   0.000000E+00  -0.824799E+01   0.336930E-08   0.127553E-06  -0.961863E-08
  1174   0.111593E+04   0.118515E+02   0.000000E+00  -0.743969E+01   0.336334E-08   0.135789E-06  -0.139198E-07
  1175   0.111247E+04   0.119408E+02   0.000000E+00  -0.664325E+01   0.335739E-08   0.144152E-06  -0.182049E-07
  1176   0.110886E+04   0.120346E+02   0.000000E+00  -0.585943E+01   0.335145E-08   0.152640E-06  -0.224737E-07
  1177   0.110532E+04   0.121334E+02   0.000000E+00  -0.508778E+01   0.334553E-08   0.161251E-06  -0.267262E-07
  1178   0.110163E+04   0.122352E+02   0.000000E+00  -0.432896E+01   0.333962E-08   0.169984E-06  -0.309621E-07
  1179   0.109801E+04   0.123429E+02   0.000000E+00  -0.358322E+01   0.333373E-08   0.178839E-06  -0.351813E-07
  1180   0.109425E+04   0.124542E+02   0.000000E+00  -0.285085E+01   0.332785E-08   0.187812E-06  -0.393837E-07
  1181   0.109048E+04   0.125685E+02   0.000000E+00  -0.213214E+01   0.332198E-08   0.196902E-06  -0.435691E-07
  1182   0.108656E+04   0.126872E+02   0.000000E+00  -0.142741E+01   0.331613E-08   0.206109E-06  -0.477375E-07
  1183   0.108263E+04   0.128096E+02   0.000000E+00  -0.736800E+00   0.331029E-08   0.215431E-06  -0.518885E-07
  1184   0.107864E+04   0.129350E+02   0.000000E+00  -0.607112E-01   0.330446E-08   0.224865E-06  -0.560222E-07
  1185   0.107464E+04   0.130656E+02   0.000000E+00   0.600772E+00   0.329865E-08   0.234411E-06  -0.601383E-07
  1186   0.107056E+04   0.131991E+02   0.000000E+00   0.124721E+01   0.329285E-08   0.244067E-06  -0.642368E-07
  1187   0.106648E+04   0.133363E+02   0.000000E+00   0.187847E+01   0.328707E-08   0.253832E-06  -0.683173E-07
  1188   0.106232E+04   0.134765E+02   0.000000E+00   0.249417E+01   0.328130E-08   0.263705E-06  -0.723800E-07
  1189   0.105809E+04   0.136204E+02   0.000000E+00   0.309440E+01   0.327554E-08   0.273682E-06  -0.764244E-07
  1190   0.105385E+04   0.137674E+02   0.000000E+00   0.367869E+01   0.326979E-08   0.283764E-06  -0.804507E-07
  1191   0.104954E+04   0.139180E+02   0.000000E+00   0.424712E+01   0.326406E-08   0.293949E-06  -0.844585E-07
  1192   0.104522E+04   0.140717E+02   0.000000E+00   0.479925E+01   0.325834E-08   0.304235E-06  -0.884477E-07
  1193   0.104083E+04   0.142284E+02   0.000000E+00   0.533506E+01   0.325264E-08   0.314620E-06  -0.924182E-07
  1194   0.103643E+04   0.143880E+02   0.000000E+00   0.585447E+01   0.324695E-08   0.325104E-06  -0.963699E-07
  1195   0.103203E+04   0.145507E+02   0.000000E+00   0.635720E+01   0.324127E-08   0.335684E-06  -0.100303E-06
  1196   0.102748E+04   0.147172E+02   0.000000E+00   0.684278E+01   0.323561E-08   0.346360E-06  -0.104216E-06
  1197   0.102300E+04   0.148852E+02   0.000000E+00   0.731152E+01   0.322996E-08   0.357129E-06  -0.108110E-06
  1198   0.101844E+04   0.150562E+02   0.000000E+00   0.776200E+01   0.322432E-08   0.367991E-06  -0.111985E-06
  1199   0.101388E+04   0.152296E+02   0.000000E+00   0.819643E+01   0.321869E-08   0.378943E-06  -0.115841E-06
  1200   0.100924E+04   0.154060E+02   0.000000E+00   0.861327E+01   0.321308E-08   0.389985E-06  -0.119676E-06
  1201   0.100466E+04   0.155839E+02   0.000000E+00   0.901175E+01   0.320748E-08   0.401113E-06  -0.123492E-06
  1202   0.999941E+03   0.157657E+02   0.000000E+00   0.939335E+01   0.320189E-08   0.412317E-06  -0.127287E-06
  1203   0.995288E+03   0.159490E+02   0.000000E+00   0.975656E+01   0.319632E-08   0.423584E-06  -0.131061E-06
  1204   0.990557E+03   0.161347E+02   0.000000E+00   0.101021E+02   0.319076E-08   0.434904E-06  -0.134812E-06
  1205   0.985821E+03   0.163212E+02   0.000000E+00   0.104292E+02   0.318521E-08   0.446265E-06  -0.138541E-06
  1206   0.981082E+03   0.165107E+02   0.000000E+00   0.107386E+02   0.317968E-08   0.457654E-06  -0.142247E-06
  1207   0.976413E+03   0.167019E+02   0.000000E+00   0.110287E+02   0.317415E-08   0.469059E-06  -0.145929E-06
  1208   0.971665E+03   0.168954E+02   0.000000E+00   0.113019E+02   0.316865E-08   0.480470E-06  -0.149586E-06
  1209   0.966839E+03   0.170897E+02   0.000000E+00   0.115565E+02   0.316315E-08   0.491873E-06  -0.153217E-06
  1210   0.962083E+03   0.172857E+02   0.000000E+00   0.117918E+02   0.315766E-08   0.503257E-06  -0.156823E-06
  1211   0.957249E+03   0.174839E+02   0.000000E+00   0.120085E+02   0.315219E-08   0.514611E-06  -0.160401E-06
  1212   0.952486E+03   0.176831E+02   0.000000E+00   0.122074E+02   0.314673E-08   0.525922E-06  -0.163952E-06
  1213   0.947643E+03   0.178831E+02   0.000000E+00   0.123885E+02   0.314129E-08   0.537179E-06  -0.167474E-06
  1214   0.942871E+03   0.180855E+02   0.000000E+00   0.125501E+02   0.313585E-08   0.548369E-06  -0.170968E-06
  1215   0.938095E+03   0.182880E+02   0.000000E+00   0.126931E+02   0.313043E-08   0.559481E-06  -0.174432E-06
  1216   0.933314E+03   0.184922E+02   0.000000E+00   0.128174E+02   0.312502E-08   0.570504E-06  -0.177865E-06
  1217   0.928381E+03   0.186972E+02   0.000000E+00   0.129237E+02   0.311963E-08   0.581424E-06  -0.181268E-06
  1218   0.923592E+03   0.189039E+02   0.000000E+00   0.130106E+02   0.311424E-08   0.592231E-06  -0.184639E-06
  1219   0.918725E+03   0.191099E+02   0.000000E+00   0.130802E+02   0.310887E-08   0.602912E-06  -0.187977E-06
  1220   0.913928E+03   0.193169E+02   0.000000E+00   0.131302E+02   0.310351E-08   0.613455E-06  -0.191282E-06
  1221   0.909126E+03   0.195240E+02   0.000000E+00   0.131623E+02   0.309816E-08   0.623850E-06  -0.194553E-06
  1222   0.904321E+03   0.197328E+02   0.000000E+00   0.131747E+02   0.309283E-08   0.634083E-06  -0.197789E-06
  1223   0.899511E+03   0.199417E+02   0.000000E+00   0.131706E+02   0.308750E-08   0.644144E-06  -0.200991E-06
  1224   0.894696E+03   0.201493E+02   0.000000E+00   0.131461E+02   0.308219E-08   0.654019E-06  -0.204156E-06
  1225   0.889952E+03   0.203586E+02   0.000000E+00   0.131035E+02   0.307689E-08   0.663698E-06  -0.207285E-06
  1226   0.885204E+03   0.205673E+02   0.000000E+00   0.130434E+02   0.307160E-08   0.673168E-06  -0.210376E-06
  1227   0.880525E+03   0.207762E+02   0.000000E+00   0.129644E+02   0.306633E-08   0.682419E-06  -0.213429E-06
  1228   0.875768E+03   0.209853E+02   0.000000E+00   0.128680E+02   0.306107E-08   0.691436E-06  -0.216443E-06
  1229   0.871080E+03   0.211938E+02   0.000000E+00   0.127525E+02   0.305582E-08   0.700210E-06  -0.219418E-06
  1230   0.866240E+03   0.214017E+02   0.000000E+00   0.126203E+02   0.305058E-08   0.708728E-06  -0.222353E-06
  1231   0.861544E+03   0.216099E+02   0.000000E+00   0.124699E+02   0.304535E-08   0.716978E-06  -0.225246E-06
  1232   0.856844E+03   0.218167E+02   0.000000E+00   0.123026E+02   0.304013E-08   0.724948E-06  -0.228098E-06
  1233   0.852288E+03   0.220246E+02   0.000000E+00   0.121162E+02   0.303493E-08   0.732627E-06  -0.230908E-06
  1234   0.847653E+03   0.222304E+02   0.000000E+00   0.119138E+02   0.302974E-08   0.740003E-06  -0.233675E-06
  1235   0.843311E+03   0.224364E+02   0.000000E+00   0.116937E+02   0.302456E-08   0.747063E-06  -0.236398E-06
  1236   0.838815E+03   0.226403E+02   0.000000E+00   0.114567E+02   0.301939E-08   0.753797E-06  -0.239077E-06
  1237   0.834316E+03   0.228438E+02   0.000000E+00   0.112020E+02   0.301423E-08   0.760191E-06  -0.241711E-06
  1238   0.829886E+03   0.230467E+02   0.000000E+00   0.109304E+02   0.300909E-08   0.766235E-06  -0.244298E-06
  1239   0.825452E+03   0.232477E+02   0.000000E+00   0.106418E+02   0.300395E-08   0.771916E-06  -0.246840E-06
  1240   0.821013E+03   0.234481E+02   0.000000E+00   0.103378E+02   0.299883E-08   0.777223E-06  -0.249334E-06
  1241   0.816718E+03   0.236465E+02   0.000000E+00   0.100167E+02   0.299372E-08   0.782144E-06  -0.251780E-06
  1242   0.812344E+03   0.238452E+02   0.000000E+00   0.968075E+01   0.298862E-08   0.786666E-06  -0.254178E-06
  1243   0.808041E+03   0.240404E+02   0.000000E+00   0.932682E+01   0.298353E-08   0.790779E-06  -0.256526E-06
  1244   0.803807E+03   0.242358E+02   0.000000E+00   0.895863E+01   0.297846E-08   0.794469E-06  -0.258824E-06
  1245   0.799642E+03   0.244292E+02   0.000000E+00   0.857452E+01   0.297339E-08   0.797726E-06  -0.261072E-06
  1246   0.795473E+03   0.246200E+02   0.000000E+00   0.817619E+01   0.296834E-08   0.800538E-06  -0.263268E-06
  1247   0.791300E+03   0.248095E+02   0.000000E+00   0.776204E+01   0.296329E-08   0.802892E-06  -0.265412E-06
  1248   0.787196E+03   0.249970E+02   0.000000E+00   0.733272E+01   0.295826E-08   0.804777E-06  -0.267503E-06
  1249   0.783162E+03   0.251840E+02   0.000000E+00   0.688912E+01   0.295324E-08   0.806180E-06  -0.269541E-06
  1250   0.779197E+03   0.253676E+02   0.000000E+00   0.643104E+01   0.294823E-08   0.807091E-06  -0.271525E-06
